variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	Bio	Blanc	QC	isotopes	adduct	pcgroup	name	formula	monoisotopic_mass	chebi_id	hmdb_id	kegg_id	pubchem_id	inchikey	inchi	kegg_pathway_family	kegg_pathways	kegg_subpathways	annot_level	annot_confidence	standard
M264.2328T7.58	M264T8	264.232750384297	264.231642457479	264.234049961626	454.975335871853	451.310252040686	456.001280425836	66	42	3	21			4															
M264.2414T12.7	M264T13	264.241431661909	264.239933218514	264.242133547414	761.825421320558	755.035144942362	763.087392135771	64	42	1	21	[341][M+1]+		23															
M264.2697T10.12	M264T10.1	264.269669841101	264.268636203912	264.270415848553	607.459390550301	605.74086193704	608.428725364613	58	42	0	16			2433															
M264.6124T5.73	M265T6	264.612435153546	264.611676355455	264.613343981983	343.600332767294	342.700217331697	344.389904793841	47	36	0	11		[M+H]+ 263.608	88															
M264.6302T0.63	M265T1	264.630229730047	264.628634404047	264.630964909524	37.5120146052651	36.8696485894847	38.1559861413584	66	42	3	21	[343][M]2+		14															
M264.8535T0.78	M265T1.1	264.853548146393	264.852716776148	264.854304422069	46.9150398340293	46.5033870879915	47.2336211682279	55	42	0	13		[M+Na]+ 241.865	90															
M264.974T0.8	M265T1.2	264.974031914846	264.973050108704	264.974788715552	48.1640362327949	47.669514464941	48.8157701567946	49	36	0	13			1352															
M264.9885T0.76	M265T1.3	264.988471472041	264.987682270834	264.991019114397	45.8241281226019	36.8696485894847	59.9017330674868	81	42	3	21		[M+3Na-H]2+ 462.018 [M+2H-CH4]2+ 543.987 [M+2H-CH4]2+ 543.987	49															
M264.9885T7.7	M265T8	264.988514907691	264.987831497978	264.991056009984	461.792322493909	460.78921939154	462.722692717822	66	42	3	21		[2M+2Na-H]+ 110.015	4															
M264.9887T5.03	M265T5	264.988741072836	264.988114330665	264.991077180558	301.952156896661	300.975136297943	303.03440841522	66	42	3	21		[M+H]+ 263.98	9															
M264.9887T13.35	M265T13	264.988731705086	264.987603167998	264.991463507321	800.707751251232	785.466449843308	810.153844604966	69	42	2	21		[2M+2Na-H]+ 110.012	5															
M264.988T1.25	M265T1.4	264.987995682061	264.987372685471	264.990985041962	75.2286820510216	67.4774321979065	87.6015883616351	66	42	2	21		[M+H+CF3COOH]+ 129.988 [M+H+CF3COOH]+ 129.988	1															
M264.9888T11.04	M265T11	264.988774989298	264.987948788921	264.991024514423	662.106552655591	651.015382101614	669.466632382014	67	42	3	21			3															
M264.9881T2.71	M265T3	264.988104401836	264.987387621391	264.991125870914	162.775913237718	158.545636927228	165.288491198097	65	41	3	21			11															
M264.9883T3.83	M265T4	264.988266084572	264.98759728362	264.991465269542	229.810970189415	216.441248170391	237.656314358499	66	42	3	20		[M+H]+ 263.985 [M+H]+ 263.985	8															
M264.9881T1.9	M265T2	264.988054472111	264.987406029531	264.991222562407	114.070325809274	105.067496026268	125.989231563809	65	42	2	20		[M+Na]+ 241.991	6															
M264.9887T11.62	M265T12	264.988678148464	264.987981751951	264.990986808577	697.259025629369	683.628834458604	703.385733787884	72	42	2	21			2															
M264.9884T7.44	M265T7	264.988411203169	264.98769559269	264.991000723868	446.363587044496	445.482666183929	447.088580573307	54	34	3	17		[M+K+CF3COOH]+ 92.0294	35															
M264.9886T11.9	M265T12.1	264.988635355798	264.987951596975	264.990921612902	713.916202887796	710.292120856206	722.574296738988	61	38	3	20			7															
M264.9887T13.81	M265T14	264.988729772416	264.987901721797	264.991634715982	828.307711314319	826.299835213511	828.8866310521	47	34	2	11			816															
M264.9881T3.31	M265T3.1	264.988055194845	264.987391287991	264.991086821212	198.563829896602	189.719871347984	200.163421129378	47	31	1	15		[2M+Na]+ 120.991 [2M+Na]+ 120.991	13															
M264.9886T0.07	M265T0	264.988629976424	264.987944778071	264.991528002365	4.11343407786787	0.702696144777084	20.2019863247973	47	29	2	15			34															
M264.9886T8.71	M265T9	264.98862809141	264.987897110296	264.99101217044	522.724061625608	505.190005853729	545.938231050627	72	37	3	21			1607															
M264.9886T12.68	M265T13.1	264.988576875396	264.987928881681	264.991227518465	761.040025450759	737.798634509288	783.512656392808	60	23	3	15		[M+H]+ 263.98	23															
M264.9895T15.47	M265T15	264.989499128007	264.98878980561	264.991903541677	927.966229011261	906.114656523228	946.802232306107	48	19	3	12			27															
M264.9893T19.9	M265T20	264.989306375325	264.988561813809	264.991855218222	1194.08033085407	1179.46998077489	1199.47363984262	35	20	3	12			3411															
M264.9886T9.8	M265T10	264.988647891058	264.98787757756	264.990879170031	587.879310552318	587.269904810946	597.409760358515	24	13	3	8			21															
M264.989T14.32	M265T14.1	264.989038245067	264.988129174677	264.991935276204	859.453981472346	848.359675139271	875.743224542261	29	13	3	10			54															
M264.9895T17.65	M265T18	264.989530032309	264.988795346518	264.991888385198	1058.94577003872	1044.60932014593	1073.07914865084	38	16	3	12			3931															
M264.9893T14.84	M265T15.1	264.989255540032	264.98869982609	264.991627907379	890.171087829601	884.842945726083	903.33144215557	23	14	3	6			73															
M264.9887T10.4	M265T10.1	264.988666050272	264.987953257373	264.990932115619	624.004307323693	619.350765770283	627.461723252654	13	6	3	4			2982															
M265.0167T0.67	M265T1.5	265.016685812589	265.015841054181	265.017336327636	40.0296026033489	39.5963388973121	40.9309755684724	51	38	0	13			103															
M265.0487T4.36	M265T4.1	265.048736562379	265.046983215045	265.049489478479	261.583612329968	257.655737433516	265.728502591689	37	21	0	16			46															
M265.0803T1.85	M265T2.1	265.080345694893	265.079479417258	265.081232007693	110.806830483514	109.849251622883	111.39648982656	50	38	0	12			193															
M265.0866T1.5	M265T1.6	265.086618838895	265.085523482663	265.087554931641	89.7134184558072	71.98922158265	96.8357805432232	61	42	0	17			2879															
M265.0894T0.74	M265T1.7	265.089406607687	265.087612112651	265.090130815611	44.6763965299139	44.0167011170443	45.0914048832469	62	41	0	21		[M+Na+NaCOOH]+ 174.113	49															
M265.0979T8.45	M265T8.1	265.097904459372	265.096277775093	265.09856100824	506.793801545273	505.253832247031	507.328801629063	39	19	0	20		[3M+3Na-H]2+ 154.081	43															
M265.0984T5.44	M265T5.1	265.09836663251	265.097055911084	265.099137887149	326.692014920804	321.520054553112	331.680931164368	60	42	0	18	[344][M]+		1074															
M265.1057T8.81	M265T9.1	265.105656770801	265.103968988488	265.106425590039	528.685928968905	527.329163065314	529.681612680835	66	42	3	21			1640															
M265.1196T3.55	M265T4.2	265.119597969841	265.118867675672	265.120451291325	213.098552597177	211.998304316568	214.421684722019	53	41	0	12			3017															
M265.1321T0.63	M265T1.8	265.132131549706	265.130394407244	265.132988646732	37.5419982865674	36.8696485894847	38.1990777240766	66	42	3	21	[343][M+1]2+		14															
M265.1484T1.35	M265T1.9	265.148431634126	265.146790148352	265.149375746628	80.8260021095667	74.6956268895692	82.9352292835773	53	39	0	14			2880															
M265.1561T4.48	M265T4.3	265.156057660597	265.155312411558	265.156845011686	268.97264079691	267.267069973743	271.15069000759	49	37	0	12			4297															
M265.1659T6.05	M265T6.1	265.165940061216	265.165106752457	265.166735501144	362.82137470993	361.903872661242	363.540131164837	55	42	0	13		[M+H]+ 264.16	79															
M265.1977T8.91	M265T9.2	265.197671129515	265.191452387814	265.198507835275	534.491671870252	533.67541563589	543.687466354318	50	31	1	11	[342][M+1]+		1641															
M265.2448T12.7	M265T13.2	265.244805435544	265.243926594378	265.245425150756	761.745768091924	754.346042482718	763.230618864043	47	34	0	13	[341][M+2]+		23															
M265.2539T13.35	M265T13.3	265.253857368276	265.25215399222	265.254669743983	800.877913660781	799.020422729189	812.458254536273	72	42	1	21	[345][M]+	[M+H-NH3]+ 281.273	5															
M265.6514T5.45	M266T5	265.651383078914	265.650402936669	265.652248679284	327.267814826856	326.032309353179	328.319042785903	59	42	0	17			1075															
M265.818T1.42	M266T1	265.817972845786	265.815760412818	265.818759395625	85.0261825637436	81.8976168198051	86.483979637444	62	42	0	20			2881															
M265.9321T0.79	M266T1.1	265.932050863906	265.930978777951	265.933165573553	47.669514464941	47.0902920582422	48.3211042777403	53	40	0	13			1353															
M265.9638T19.89	M266T20	265.963790680175	265.962132340051	265.964695027634	1193.51088765616	1176.42685979498	1198.42156159132	67	41	3	21	[346][M]+		3412															
M265.9639T17.85	M266T18	265.963861635116	265.962216069156	265.964689442635	1071.22259681245	1061.49182179907	1086.18276614569	61	35	2	18			3990															
M265.9639T16.54	M266T17	265.963896973598	265.96226820546	265.964699308551	992.222202080461	981.887007720077	1004.8385685719	52	31	2	16		[M+Na+NaCOOH]+ 174.986 [M+H]+ 264.957	81															
M265.9639T16.1	M266T16	265.963909431013	265.962168984156	265.964679703795	966.189515017492	949.145542314649	980.149599571629	59	35	2	15			3763															
M265.9639T17.08	M266T17.1	265.96388650447	265.962191639937	265.96469712274	1024.63312929624	1005.7277675387	1042.64818284586	73	36	2	19			3589															
M265.9639T15.6	M266T16.1	265.96391350914	265.961767957691	265.96466045514	936.099800301813	926.279505648742	943.36680600533	39	26	3	10			3171															
M265.9639T18.74	M266T19	265.963900845164	265.962252630868	265.964683040845	1124.1845912863	1106.91752126464	1146.55137042297	70	33	1	15			4146															
M266.0756T0.85	M266T1.2	266.075600638298	266.07385906704	266.076369992335	50.792235263544	48.8892585496903	51.2809999263461	63	42	0	21			1354															
M266.1019T5.46	M266T5.1	266.101858305095	266.100916866809	266.103730467993	327.410679892322	321.565376961809	339.197021247901	72	41	0	15	[344][M+1]+		1076															
M266.107T10.77	M266T11	266.106979114257	266.105270915676	266.107920649285	646.097368765352	633.217551641832	647.259607393334	77	42	0	21	[347][M]2+		2170															
M266.1241T1.68	M266T2	266.124141702511	266.122398978186	266.125085191205	100.870514545762	99.7145981018466	101.730997770415	56	36	1	19		[M+Na+NH3]+ 226.103	69															
M266.1527T8.75	M266T9	266.152723736	266.151046765559	266.153408735166	524.924275921397	522.833740749072	527.358445091193	62	40	2	20			1585															
M266.1526T1.42	M266T1.3	266.152580161285	266.150930915853	266.153464210821	85.3454832537944	81.7445997866979	86.4933562818659	56	41	0	15			2882															
M266.1512T2.27	M266T2.1	266.151218152025	266.150405394869	266.152096344982	136.464974330716	134.311604960559	139.080580954671	48	36	0	12			3275															
M266.1737T8.05	M266T8	266.173684675858	266.172017973525	266.174524663041	482.857832049877	481.352715894129	484.255867785421	65	41	3	21	[348][M]+	[M+Na]+ 243.185	42															
M266.2489T12.22	M266T12	266.248912479435	266.24790398169	266.249712207197	733.10614577274	724.988800321734	734.360192630389	54	39	0	14			245															
M266.2571T13.35	M266T13	266.25708865393	266.255405307041	266.257902858317	800.843743171675	799.020422729189	812.100817553747	69	42	1	21	[345][M+1]+		5															
M266.6105T10.77	M267T11	266.610491599044	266.609274761873	266.611290387704	646.310953778536	635.074871109678	647.560443942125	52	33	0	18	[347][M+1]2+		2171															
M266.8507T0.78	M267T1	266.850655320306	266.84972138293	266.851358058302	46.8785024775081	46.5406634887648	47.1893324460749	54	42	0	12		[M+Na]+ 243.861	90															
M266.9672T19.91	M267T20	266.967171691544	266.965550296528	266.967909286785	1194.8184252431	1185.11330784263	1200.00018635707	64	40	2	21	[346][M+1]+		3396															
M267.0275T2.65	M267T3	267.027523151441	267.025764591273	267.028712275063	158.86347066079	157.851423201147	165.771166532701	62	39	3	20		[M+K]+ 228.059	133															
M267.0439T4.35	M267T4	267.043927859338	267.042190410185	267.044826784511	260.735984246945	258.343986279634	266.920940620503	63	42	0	21	[349][M]+		46															
M267.044T4.83	M267T5	267.044021584341	267.042186690939	267.0449621665	289.757473820409	287.178764304686	292.59739407129	42	26	0	16			134															
M267.0597T0.9	M267T1.1	267.059716351689	267.057826402015	267.060438126426	54.0684276247234	53.6016250837146	54.4724023267132	63	42	0	21			33															
M267.0986T1.82	M267T2	267.098634875354	267.097550626161	267.099388818386	109.060283091787	108.269763299963	110.178952646161	60	42	0	18	[350][M]+		69															
M267.1347T1.1	M267T1.2	267.134694723236	267.133339689718	267.135407953872	66.1646680546226	65.2934911374887	66.6963107619005	63	42	0	21	[351][M]+		18															
M267.1352T6.22	M267T6	267.135218344451	267.134010707824	267.135992848917	373.259629352037	372.134575627883	374.049470335283	56	41	0	15		[2M+Na+2K]3+ 350.25	79															
M267.1729T10.73	M267T11.1	267.172905774631	267.171370878796	267.173713967534	643.942821954792	642.761943433366	648.873374330924	63	41	2	20		[M+H]+ 266.165	39															
M267.1771T8.05	M267T8	267.177073783814	267.175275544824	267.177695294863	482.711749280762	481.613766232374	484.095860991197	58	41	1	16	[348][M+1]+		42															
M267.1864T7.45	M267T7	267.186419405918	267.184793851065	267.187284146957	446.884508069098	445.718240968482	447.996166507745	40	23	1	16			1907															
M267.2117T11.29	M267T11.2	267.211745725873	267.210123962323	267.212437946025	677.516594420585	674.388705755828	684.288535132529	60	41	1	18		[M+H-H20]+ 284.216	47															
M267.6108T10.77	M268T11	267.610825322595	267.609304706578	267.611601711243	646.403334305924	636.343402240904	647.139453538986	64	42	0	21	[352][M]2+		2172															
M267.6465T12.66	M268T13	267.646498237915	267.644939674608	267.646978698669	759.31510944285	749.611210316918	760.068948880233	55	34	0	20		[M+K]+ 228.679 [M+Na]+ 244.66 [M+H-CH3]+ 281.669	23															
M267.786T4.91	M268T5	267.785972158697	267.784423515772	267.786820878215	294.776331994629	292.660904215419	297.264371135187	57	41	1	15			3824															
M267.9867T4.91	M268T5.1	267.986690122863	267.985979606361	267.987497620617	294.704421795092	291.753324146485	297.827073925896	51	39	1	11			3825															
M268.0291T0.73	M268T1	268.029052600402	268.027201592536	268.029812873264	43.7362866345848	43.2825309495625	44.1548240419507	63	42	0	21		[M+Na+NaCOOH]+ 177.052	49															
M268.0476T4.35	M268T4	268.04762136778	268.046101706908	268.048478383796	260.878789216515	257.655737433516	265.535023696808	50	32	0	18	[349][M+1]+		2541															
M268.0641T6.97	M268T7	268.064133832573	268.062532946819	268.06526544713	417.980467688838	406.523295850531	419.484732211493	45	27	1	17		[M+K]+ 229.096	38															
M268.0984T7.27	M268T7.1	268.098368744249	268.097481142634	268.09977923563	436.391034904346	434.997736819776	437.080817740798	47	33	1	13			1908															
M268.1051T1.07	M268T1.1	268.105057402917	268.103707984892	268.105735343315	64.1528706592403	59.3921057749354	64.8603844126431	54	39	1	14		[M+K+NH3]+ 212.121	26															
M268.1126T10.77	M268T11.1	268.112636826089	268.111088686149	268.113385728921	646.265323266166	634.266834092304	647.302135379036	70	42	0	20	[352][M+1]2+		2173															
M268.1194T2.04	M268T2	268.119383112498	268.118677671939	268.120079380318	122.648242210373	121.850271228665	137.340411263581	55	40	0	10	[350][M+1]+		3244															
M268.1381T1.1	M268T1.2	268.138076762284	268.13691068459	268.138826480991	66.1002271706937	65.4441797959106	66.6963107619005	57	42	0	15	[351][M+1]+		18															
M268.1556T6.48	M268T6	268.155560449298	268.154360075991	268.156304684561	388.579820077303	387.263842461564	389.692604721337	51	41	0	10		[M+H-CH3]+ 282.162	493															
M268.1893T8.74	M268T9	268.189314164028	268.18718991361	268.18997331793	524.593489547954	523.378833923596	526.677601902034	61	42	1	18			1642															
M268.2282T9.9	M268T10	268.228159794704	268.227484899721	268.228897184292	594.133943092647	592.4197473473	594.980269152056	48	36	0	12			2457															
M268.2461T2.72	M268T3	268.246064808236	268.244610696052	268.246870006092	163.162584422579	158.021576364227	166.836494180784	63	40	3	20	[353][M]+		11															
M268.2463T3.83	M268T4.1	268.246274979574	268.245037774743	268.247680579506	229.693173727254	219.642171782728	245.855735179906	63	39	3	18	[354][M]+	[M+K]+ 229.277	8															
M268.2464T1.9	M268T2.1	268.246351089916	268.245074371693	268.247680592205	114.177689999649	109.929010445265	130.055984107646	61	39	2	19	[355][M]+		6															
M268.2465T13.01	M268T13.1	268.246456257533	268.245016135042	268.247162473548	780.442051769132	767.607680932242	801.228203202436	82	40	3	20	[356][M]+		17															
M268.2467T5.35	M268T5.2	268.24674057736	268.245102437887	268.247563892606	321.076456785693	319.275751867096	333.521824553152	53	34	2	16			28															
M268.2461T1.25	M268T1.3	268.246087699644	268.245029346883	268.247637455197	75.1917169635702	72.1743610637075	92.402495784332	49	29	3	16	[357][M]+	[3M+H]+ 89.0756	1															
M268.2466T13.72	M268T14	268.24661424443	268.245136578643	268.247347167718	823.215096729854	803.338026581329	829.356632876275	64	39	3	16	[358][M]+		801															
M268.2467T5.03	M268T5.3	268.246720590099	268.245117972045	268.247422782603	301.888779353878	289.871347434739	303.164406490156	23	12	3	8			9															
M268.2462T11.5	M268T11.2	268.246220607086	268.24499868716	268.247174914795	689.865539958428	680.406966172426	695.620365383977	25	12	3	9			1994															
M268.2459T10.74	M268T11.3	268.245901122777	268.244914144555	268.247282494166	644.622421264627	624.357300924953	662.597601416545	38	6	3	12			2174															
M268.2459T7.48	M268T7.2	268.245923528292	268.244867874431	268.247233108926	449.059624159303	436.264089216319	451.195683948515	17	4	3	9		[M+Na]+ 245.252	35															
M268.2461T0.17	M268T0	268.246098055566	268.245063308988	268.247637265761	10.3368972728507	2.38801782487632	20.7856337277234	22	6	3	12			445															
M268.2458T10.17	M268T10.1	268.245771047524	268.244883555215	268.247279747205	610.38476371208	600.934004280278	620.881541580095	18	4	3	9			2434															
M268.2454T8.44	M268T8	268.245366407728	268.244870685045	268.24723066661	506.201424704741	499.733010007389	507.264724009497	10	0	3	7			43															
M268.2459T12.26	M268T12	268.245917539163	268.244944657299	268.247084068064	735.756993678872	724.865737880358	758.135597026355	22	4	3	9			246															
M268.2457T5.82	M268T6.1	268.245684235459	268.245119699373	268.247666646047	349.084762944063	340.720316151523	359.852154510644	13	1	3	8			2620															
M268.2646T12.84	M268T13.2	268.264597992496	268.263103879913	268.265170206603	770.478627691886	768.570635993995	782.564759439194	67	42	0	21	[359][M]+		411															
M268.5968T7.28	M269T7	268.596844298995	268.595088697518	268.597652638448	436.749784737245	435.041082354047	439.18278903856	66	42	3	21	[360][M]2+		35															
M268.6086T10.77	M269T11	268.60856656932	268.606934663852	268.609400970891	646.207321916549	633.676466012899	647.079331434003	71	42	0	21	[352][M+2]2+		2175															
M268.6187T11.48	M269T11.1	268.618688841565	268.617623109568	268.619373366754	688.710938936018	684.939608473801	690.013101222206	53	35	0	18			1997															
M268.6545T13.3	M269T13	268.654480802141	268.653261101544	268.655741998424	798.00412263924	790.465101765943	803.077519819474	48	25	0	18			186															
M268.8476T0.78	M269T1	268.847640346618	268.846739860996	268.848384478962	46.7755650404922	46.5033870879915	47.0480569344573	53	41	0	12			90															
M269.0226T2.67	M269T3	269.022578300703	269.020893873356	269.023736191259	160.407386877612	158.816634197298	165.126469761398	66	42	3	21		[M+2K]2+ 460.114	11															
M269.0441T4.35	M269T4	269.044139888503	269.043050121177	269.045134748553	260.896431574992	257.820487110418	265.803433674988	58	41	0	17	[349][M+2]+		46															
M269.0444T4.82	M269T5	269.044427473783	269.042997376514	269.04528481612	289.431590691256	287.297888323986	292.001865735781	45	32	0	13			134															
M269.0553T0.64	M269T1.1	269.055327032901	269.05359580388	269.056114281713	38.1695822949427	37.8562859818971	40.417759585427	66	42	3	21		[3M+Na+2K-H]2+ 146.064	14															
M269.0754T0.91	M269T1.2	269.075393880984	269.074524397473	269.078072161184	54.7165868884318	46.4999577055501	55.6735772022602	33	25	3	5			1800															
M269.0909T6.22	M269T6	269.090943374156	269.08973273458	269.091750538401	373.400077201686	372.134575627883	374.049470335283	59	42	0	17	[361][M]+		79															
M269.0987T7.27	M269T7.1	269.098661709089	269.096854451161	269.09959436561	436.483646658923	435.041082354047	438.678500714681	62	39	3	20	[360][M+1]2+		35															
M269.1118T1.79	M269T2	269.111847017646	269.110598196788	269.112588799045	107.468301685456	106.406588239739	108.047788340396	54	42	0	12	[350][M+2]+		69															
M269.1102T10.77	M269T11.2	269.110200529431	269.109348165556	269.111113850983	646.489428657762	643.871698261537	647.302135379036	48	32	0	16	[352][M+3]2+		2176															
M269.1372T6.56	M269T7.2	269.137226806286	269.13526044865	269.138019692536	393.608404505942	392.334414619583	395.059552496553	63	42	0	21	[362][M]+		564															
M269.1358T3.31	M269T3.1	269.135839181079	269.135107552021	269.136659070259	198.38606522385	197.260187099974	200.118608054057	44	35	0	9		[M+H]+ 268.124	13															
M269.1392T8.29	M269T8	269.139229162381	269.138106420668	269.139984155351	497.246418119313	496.362973170378	498.374812647923	55	40	0	15	[363][M]+		3032															
M269.1762T5.26	M269T5.1	269.176226515915	269.175411614552	269.176902136196	315.322107089497	314.845731856513	315.804915357928	43	32	0	11			1077															
M269.2121T8.79	M269T9	269.212080344522	269.210274486645	269.212791894862	527.407567801412	526.311259417082	530.820962301572	45	27	1	17			31															
M269.2274T13.04	M269T13.1	269.227381933406	269.225963797558	269.22809281692	782.377880443336	780.359201564953	783.05142402281	63	42	0	21			17															
M269.2321T11.03	M269T11.3	269.23209667652	269.228984001497	269.234465384821	662.065470591948	656.897434511442	668.402459056601	56	38	1	16		[M+Na]+ 246.239	3															
M269.232T11.63	M269T12	269.231970949887	269.230764135803	269.23433007931	697.573471842881	695.763464932591	719.518943855966	54	33	0	15		[M+H]+ 268.224	2															
M269.2497T2.72	M269T3.2	269.249657240506	269.247986314785	269.250685986093	163.162584422579	159.83238031261	177.898643929455	65	42	1	21	[353][M+1]+		11															
M269.2497T1.9	M269T2.1	269.249705499568	269.247672079601	269.25070671566	114.150724670891	113.210669016608	124.359806390111	61	41	1	18	[355][M+1]+		6															
M269.2499T3.83	M269T4.1	269.2498648322	269.247698070859	269.250838137132	229.783300938949	221.775023557225	240.493518140586	56	38	1	16	[354][M+1]+		8															
M269.25T13.76	M269T14	269.250037286125	269.244067800076	269.250658863426	825.470985680599	801.228203202436	830.729593897321	63	40	3	12	[358][M+1]+		801															
M269.2497T1.27	M269T1.3	269.249673149148	269.247705192101	269.250308652665	75.9605199533453	66.4606118507483	92.5890296843789	45	24	1	17	[357][M+1]+		152															
M269.2501T13.01	M269T13.2	269.250110514041	269.247711024739	269.250655835681	780.580386001379	773.272019522395	792.258472847561	48	28	3	11	[356][M+1]+		17															
M269.2498T7.51	M269T8.1	269.249836848181	269.244810491931	269.251957068026	450.649599299434	445.718240968482	467.198481791122	18	8	3	7			35															
M269.268T12.84	M269T13.3	269.268007879345	269.266410549182	269.268606443747	770.470720031949	768.193327045925	782.442331466192	65	42	0	21	[359][M+1]+		412															
M269.5971T7.28	M270T7	269.597127936117	269.594560605454	269.597943133334	436.736350598838	435.29551209704	438.678500714681	66	42	3	21	[360][M+2]2+		35															
M269.9947T0.76	M270T1	269.994660326073	269.992947986908	269.995362482063	45.7035350653341	45.4391163416035	46.3163927300997	60	42	0	18	[364][M]+	[M+Na+HCOOH]+ 201 [M+Na+HCOOH]+ 201	49															
M270.0265T2.65	M270T3	270.026511461538	270.024165087753	270.027542092908	159.116641502879	157.926770998895	165.126469761398	64	40	3	21		[M+H]+ 269.021	133															
M270.0645T6.97	M270T7.1	270.064527742975	270.063705821929	270.065404147342	418.192367041085	416.024339554051	420.881358547037	47	36	0	11			2079															
M270.0943T6.22	M270T6	270.094292442466	270.092738054932	270.095102124531	373.163595937887	370.935952947599	373.890923092083	53	40	1	12	[361][M+1]+		79															
M270.0989T7.28	M270T7.2	270.098890317913	270.096736047733	270.099848323378	436.59220282773	434.964199890875	437.717564318125	61	38	2	21	[360][M+3]2+		35															
M270.1406T6.56	M270T7.3	270.140642692922	270.134915737458	270.141458191597	393.366497337466	385.686828732655	394.777437992302	53	40	0	13	[362][M+1]+		565															
M270.1473T8.37	M270T8	270.147343346126	270.141817600707	270.148080733368	502.251775134218	496.854016752769	503.614380180959	53	34	0	9	[363][M+1]+		3035															
M270.1713T6.62	M270T7.4	270.17132434302	270.16996294734	270.172116691007	397.483428059328	396.482291747303	398.211094440067	53	38	0	15			566															
M270.2075T8.71	M270T9	270.207450988115	270.205539950927	270.208094246327	522.382128650714	521.117557572467	540.361981029256	57	42	1	14			31															
M270.2077T7.16	M270T7.5	270.207717070404	270.206719896025	270.208480643308	429.393742120144	427.684674810871	442.465383550405	48	32	0	9			4404															
M270.2307T13.04	M270T13	270.230682448527	270.228992202473	270.231415533977	782.39237783949	762.620099833336	783.066727703195	64	42	1	21	[356][M+2]+		17															
M270.2431T2.71	M270T3.1	270.243073161703	270.241299002912	270.243861145467	162.613066648186	160.097775557749	166.30949316536	40	23	1	16	[353][M+2]+		11															
M270.2435T13.02	M270T13.1	270.243519912484	270.241770461821	270.244031727452	781.289969476801	776.000942398721	795.185614822589	34	18	3	6	[356][M+2]+		449															
M270.2439T13.48	M270T13.2	270.243933650555	270.241756101693	270.244212872317	808.847899582086	802.954084985167	829.217660030563	16	6	3	6			2708															
M270.2801T13.81	M270T14	270.280122660084	270.278357207384	270.280791376688	828.795175232523	808.285098881934	842.143002560767	66	42	1	20	[365][M]+		811															
M270.28T11.96	M270T12	270.280017107342	270.278298695	270.280914377186	717.5301592903	714.296900844523	718.220154592689	55	33	3	19			947															
M270.3166T9.35	M270T9.1	270.316596618995	270.314674450479	270.31738108975	561.056189985072	556.898143431389	575.154656790986	70	35	2	16			3187															
M270.3155T10.87	M270T11	270.31546971731	270.314599885829	270.31726540354	652.19238420452	651.341179247777	660.017537999446	12	0	3	9			984															
M270.595T7.27	M271T7	270.594987001254	270.592961659084	270.595808644623	436.483646658923	434.997736819776	437.47509193595	64	41	2	21	[366][M]2+		35															
M270.6245T10.75	M271T11	270.624549042205	270.623646341983	270.625222851311	645.087617372524	642.35669762229	645.740168039801	56	40	0	16			2177															
M270.633T0.61	M271T1	270.632999644593	270.631233116825	270.634038836321	36.5706303448336	33.169512620024	37.5409826158479	63	39	3	21			14															
M270.6437T3.55	M271T4	270.643729780757	270.642666797869	270.644545115611	213.053604182469	209.191555789321	217.189010496327	57	42	0	15			3018															
M270.7987T0.81	M271T1.1	270.798702295831	270.797735397923	270.799351903402	48.3343780205705	47.9669973892181	48.6718175145327	57	42	0	15			1355															
M270.9592T0.91	M271T1.2	270.959182506419	270.958231136738	270.959853731248	54.813027176759	54.2917024544602	55.1798194305746	57	42	0	15			33															
M270.9792T19.91	M271T20	270.979161222105	270.977552983429	270.980011114606	1194.37307621545	1181.68616869028	1198.30606758037	61	42	2	17			3413															
M270.9787T0.72	M271T1.3	270.978675418292	270.977937866857	270.979547066758	42.9057718372951	42.2938092085875	43.7437728532559	42	34	0	8	[364][M+1]+		49															
M271.0017T1.11	M271T1.4	271.001714425522	270.998360101343	271.002429960525	66.3507857009281	65.6813777181352	82.1354704579237	47	31	0	16		[3M+2H]2+ 179.986	18															
M271.0151T4.34	M271T4.1	271.015106310109	271.013723869188	271.016032277297	260.677107815255	257.820487110418	265.803433674988	60	42	0	18			2482															
M271.0151T4.82	M271T5	271.015082237974	271.013257416086	271.015948382245	289.15400947308	286.848366530264	292.539918440611	58	40	0	18			134															
M271.0231T2.67	M271T3	271.023093979935	271.021389998285	271.024157069291	160.15386110818	158.132343695221	165.126469761398	66	42	3	21		[M+Na]+ 248.041	11															
M271.0411T0.78	M271T1.5	271.041087706194	271.03943611135	271.041847394397	46.8419651209869	46.5803990638829	47.062127607912	63	42	0	21	[367][M]+	[M+Na+HCOOH]+ 202.046	90															
M271.0406T5.87	M271T6	271.040633298113	271.039813757496	271.041370968971	352.168577215238	347.781412489272	356.153883911862	44	33	0	11			2621															
M271.0935T1.36	M271T1.6	271.093524976048	271.092403469811	271.09410275255	81.4489208258553	80.7697857482344	82.2803943231067	60	42	0	18	[368][M]+		2883															
M271.0963T7.28	M271T7.1	271.096282286077	271.094496205826	271.097001257536	436.726892589561	435.120618515898	437.559326720646	37	21	0	16	[366][M+1]2+		1909															
M271.0911T0.87	M271T1.7	271.091070838637	271.090177466219	271.094695242206	51.9663457715108	51.1961802101698	63.7133049988265	41	30	0	8			1356															
