variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M242.0134T1.57	metabolomics_liver_hilic_neg	MX2	hilic			NA												M242T2	242.013449702662	94.3745552445189			45	NA		11.7367725199931	2.44538642210911e-05	1	-2.24912392498542	0.291194878969392	0	3.37265765472264	plsda, forest, svm	0.573371334758997
M615.1551T8.93	metabolomics_liver_hilic_neg	MX2	hilic			NA												M615T9	615.155078461593	535.917471634079		[M-H-CH3]- 631.189	10	NA		2.6878039311254	0.00273211151906791	1	0.408263616357154	0.758756443001305	0	3.09659166667436	plsda	0.334713862076257
M273.0385T8.93	metabolomics_liver_hilic_neg	MX2	hilic			NA												M273T9	273.038528007956	535.697117677769		[2M-2H+Na]- 126.034	10	NA		1.56474763136647	0.00273211151906791	1	0.187394770204296	0.827258671195765	0	3.17946194548736		0.363556621121484
M698.0528T10.35	metabolomics_liver_hilic_neg	MX2	hilic			NA												M698T10	698.052845249631	620.793146840401	[830][M]-	[M+Cl]- 663.083 [M-H]- 699.06	26	449	@M699.0568T10.35|-13C	0.90998896227487	0.00924375541034444	1	0.193578441290102	0.657960762218816	0	3.18014774973065		0.31720738430477
M348.5228T10.34	metabolomics_liver_hilic_neg	MX2	hilic			NA												M349T10	348.522773528414	620.401411381551	[538][M]2-	[M-H+Cl]2- 663.083 [M-2H]2- 699.06	26	269	@M349.0247T10.34|-13Cdb	0.684685976062264	0.0154102723627875	1	0.10810566491708	0.784917632135413	0	2.80399124014281		0.306703723947859
M319.5201T10.09	metabolomics_liver_hilic_neg	MX2	hilic			NA												M320T10	319.52008700423	605.461630928221			23	NA		0.951951737556984	0.0441485172042997	1	-0.866827242203886	0.00531661694469229	1	2.15616572997825		0.0885458837834396
M762.6608T10.37	metabolomics_liver_hilic_neg	MX2	hilic			NA												M763T10	762.660820033832	622.458757477175			1848	NA		0.88469632039828	0.0441485172042997	1	0.26443858299981	0.552002963068087	0	2.59895114465741		0.206651724966389
M268.05T10.1	metabolomics_liver_hilic_neg	MX2	hilic			NA												M268T10.1	268.049995984242	605.921472534349		[M+Cl]- 233.076	23	NA		0.621178339574882	0.0441485172042997	1	0.409379944785975	0.0673170291481726	0	2.17673995460824		0.187028368119703
M253.0503T9.01	metabolomics_liver_hilic_neg	MX2	hilic			NA												M253T9	253.050320971412	540.312473969068		[M-H-C2H4]- 282.095	10	NA		0.465375781287975	0.0441485172042997	1	-0.142024190902728	0.427143541535883	0	2.48429550772211		0.138403575522534
M358.1071T8.99	metabolomics_liver_hilic_neg	MX2	hilic			NA												M358T9.1	358.107122229927	539.63641620044	[552][M+1]-		754	NA		0.727527333980557	0.0638922346737372	0	-0.138486983543141	0.641503203230836	0	2.72421855901414		0.176018988965315
M357.1045T9	metabolomics_liver_hilic_neg	MX2	hilic			NA												M357T9.1	357.104467632096	539.753749634335	[552][M]-	[M-H]- 358.113	10	NA		0.430765910708921	0.0688260882064401	0	-0.205197933950402	0.208607755189219	0	2.56035299419859		0.17420389362064
M271.0233T8.46	metabolomics_liver_hilic_neg	MX2	hilic			NA												M271T8.1	271.02328831043	507.54670758871		[M+Cl]- 236.056	15	NA		2.27809668000139	0.080472123497023	0	0.243777406530032	0.905732605096944	0	2.47459026285095		0
M261.0288T8.93	metabolomics_liver_hilic_neg	MX2	hilic			NA												M261T9.2	261.028821441228	535.570332924112			10	NA		1.18440256923906	0.080472123497023	0	2.12067154209877	4.52598074991496e-06	1	1.80314641987249		0
M124.9915T4.81	metabolomics_liver_hilic_neg	MX2	hilic			NA												M125T5	124.991511208169	288.400109095554		[M-H-CH4]- 142.034	12	40	@M126.9872T4.81|-34S|-41K|-37Cl	0.775219465153722	0.080472123497023	0	-0.269976146165401	0.404455676463296	0	2.37097256945051		0.0644824506344679
M304.0712T7.67	metabolomics_liver_hilic_neg	MX2	hilic			NA												M304T8	304.071175323127	460.175305244187	[457][M]-	[M+Cl]- 269.107	3	NA		0.263099452717626	0.0908570472227452	0	-0.148542296757761	0.150893671287022	0	2.53878944445321		0.224329925907354
M248.0792T2.31	metabolomics_liver_hilic_neg	MX2	hilic			NA												M248T2.2	248.079248025111	138.658401044601	[337][M]-	[M-H]- 249.092	18	167	@M249.0826T2.31|-13C|@M284.0559T2.35|-(HCl)	1.11825914260595	0.100283659814759	0	-1.16287318139365	0.00724639445809699	1	2.01305997225188		0
M254.982T10.08	metabolomics_liver_hilic_neg	MX2	hilic			NA												M255T10.3	254.981988528743	605.052006874275	[350][M]-		1687	NA		0.567255934473927	0.100283659814759	0	0.668039104931619	0.00194330722921681	1	2.16839095491021		0.00124553513636376
M290.0998T7.11	metabolomics_liver_hilic_neg	MX2	hilic			NA												M290T7.2	290.099806265406	426.788210241504		[M-H-CO2]- 335.09	3	NA		-0.495895430342987	0.100283659814759	0	0.0427795179879453	0.826563874633284	0	2.3407390358367		-0.03820484880461
M506T9_ATP.Adenosine.5...tripho.	metabolomics_liver_hilic_neg	MX2	hilic	ATP;Adenosine 5'- triphosphate;Adenosine triphosphate	CHEBI:15422	2	a,b	C00002	Nucleotide metabolism	Purine metabolism	Adenine|Adenine Sufate	HMDB00538	CID5957	C10H16N5O13P3	506.99574	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	M506T9	505.988848040375	558.813193652397		[M+Cl]- 471.017	19	368	@M603.966T9.3|-(H3PO4)	0.417279208965912	0.103424508617999	0	0.0871871775619475	0.76179459991971	0	2.76620227822617		0.0938174488403256
M239.9976T1.63	metabolomics_liver_hilic_neg	MX2	hilic			NA												M240T2	239.997578435728	97.7981906803739			37	NA		7.36850043043613	0.113433171815799	0	-3.95711882654441	0.217697302819126	0	2.34024081603955		0
M301.0729T3.33	metabolomics_liver_hilic_neg	MX2	hilic			NA												M301T3	301.072879709288	199.588000916914			8	NA		0.6965820184684	0.113433171815799	0	0.507145194838431	0.0985257193864591	0	2.14292180740737		0
M141.0221T9.55	metabolomics_liver_hilic_neg	MX2	hilic			NA												M141T10	141.022052661556	573.155460859182		[M-3H]3- 426.089	17	NA		-0.608586334715341	0.113433171815799	0	-0.0923200766464767	0.843342845854771	0	2.3528672718089		-0.00928934788145061
M266.1251T4.96	metabolomics_liver_hilic_neg	MX2	hilic			NA												M266T5.1	266.125128753875	297.863767760357		[M-H]- 267.134	12	NA		-0.553658137285307	0.113433171815799	0	0.023885268390142	0.897072093732077	0	2.54188896556639		0
M239.0235T10.62	metabolomics_liver_hilic_neg	MX2	hilic			NA												M239T11	239.02345060197	637.128362717137			2075	NA		0.465103440035016	0.113433171815799	0	-0.0787548195701628	0.723220208262233	0	2.05893544330729		0.0308111020742729
M278.0884T4.79	metabolomics_liver_hilic_neg	MX2	hilic			NA												M278T5	278.088373929261	287.229664803216	[393][M]-	[M+Cl]- 243.116	12	201	@M279.0916T4.79|-13C	-0.662450521363414	0.113560023042629	0	0.139640576573324	0.667883234645696	0	2.37324135935382		0
M557.6557T9.88	metabolomics_liver_hilic_neg	MX2	hilic			NA												M558T10	557.655741313489	592.796981844764	[752][M+1]2-		1888	395	@M557.1538T9.88|+13Cdb|@M809.7397T9.83|-(C9H16O8)	-0.485139878379771	0.113560023042629	0	-0.342487573743714	0.118043640935987	0	2.45276126887629		0
M442T9.1_Dihydrofolic.acid	metabolomics_liver_hilic_neg	MX2	hilic	Dihydrofolic acid	CHEBI:15633	2	a,b	C00415	Metabolism of cofactors and vitamins	Folate biosynthesis|One carbon pool by folate	Folate	HMDB01056	CID98792	C19H21N7O6	443.15533	OZRNSSUDZOLUSN-LBPRGKRZSA-N	InChI=1S/C19H21N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,12,21H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t12-/m0/s1	M442T9.1	442.148709117385	559.268843690619		[M+Cl]- 407.179 [M-H]- 443.156	19	NA		-0.369487174582975	0.119234948035855	0	-0.0462403253527697	0.891755196925899	0	2.15253393810526		0
M303.0684T3.12	metabolomics_liver_hilic_neg	MX2	hilic			NA												M303T3	303.068421048148	186.986130296386	[453][M+1]-		22	NA		0.905199943116976	0.123244436964217	0	-0.214982866198461	0.629144635047847	0	2.01782323624441		0
M145.0255T2.56	metabolomics_liver_hilic_neg	MX2	hilic			NA												M145T3.2	145.025527553321	153.861580111984		[M+Cl+HCOOH]- 64.0467	25	NA		0.769039673876151	0.134591145744215	0	0.623393585807239	0.0692109310565176	0	2.22336955876668		0
M309.1321T7.17	metabolomics_liver_hilic_neg	MX2	hilic			NA												M309T7.1	309.132105749054	429.929866668518			3	NA		-0.651177649505339	0.134591145744215	0	0.0334431324816968	0.891549286703455	0	2.35337097022225		0
M290.0552T7.02	metabolomics_liver_hilic_neg	MX2	hilic			NA												M290T7.1	290.055215161385	421.167366570664			1504	NA		0.325007040829217	0.134936433892689	0	0.114949160781308	0.567629078656642	0	2.14676032972105		0
M306.067T7.67	metabolomics_liver_hilic_neg	MX2	hilic			NA												M306T8	306.067004575161	460.196545213148	[457][M+2]-		3	NA		0.282020772185497	0.134936433892689	0	-0.0696783333904918	0.62698073117913	0	2.34065937989819		0.0234175338125136
M223.1455T1.52	metabolomics_liver_hilic_neg	MX2	hilic			NA												M223T2.2	223.145499514096	91.4563702436281		[M-2H]2- 448.319	11	NA		3.96606596410449	0.135065390103615	0	-5.20543572547	0.00327262273912106	1	1.79534843505705		0
M247.0462T10.34	metabolomics_liver_hilic_neg	MX2	hilic			NA												M247T10	247.046158135019	620.162658083555			1851	NA		1.30922405755783	0.135065390103615	0	-0.450646758739058	0.494593931609526	0	2.35969782308333		0
M745.1021T7.3	metabolomics_liver_hilic_neg	MX2	hilic			NA												M745T7	745.102082536317	438.011734594909			218	NA		0.727338545840231	0.135065390103615	0	0.162624768609323	0.768349912861254	0	2.35476986604017		0
M303.5069T10.34	metabolomics_liver_hilic_neg	MX2	hilic			NA												M304T10	303.506900461062	620.40656572343			26	NA		0.697981190686079	0.135065390103615	0	0.0135609090277331	0.979897639058897	0	2.29680185243961		0
M522T11_GTP.Guanosine.triphospha.	metabolomics_liver_hilic_neg	MX2	hilic	GTP;Guanosine triphosphate;5'-GTP;Guanosine 5'-triphosphate	CHEBI:15996	2	a,b	C00044	Metabolism of cofactors and vitamins|Nucleotide metabolism	Folate biosynthesis|Purine metabolism	Pterin|Guanine	HMDB01273	CID6830	C10H16N5O14P3	522.99066	XKMLYUALXHKNFT-UUOKFMHZSA-N	InChI=1S/C10H16N5O14P3/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(27-9)1-26-31(22,23)29-32(24,25)28-30(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H,24,25)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1	M522T11	521.984230022387	641.810265537749			2104	NA		0.669903563587837	0.135065390103615	0	0.107075059864245	0.844244321423769	0	2.62303792045023		0
M283.0499T10.41	metabolomics_liver_hilic_neg	MX2	hilic			NA												M283T10.2	283.049876285465	624.641256146016		[M-H+CF3COOH]- 150.056	26	NA		0.585477862734312	0.135065390103615	0	-1.55456893388242	9.37597950878708e-07	1	1.2260604390292		0
M124T8.1_Taurine.2.Aminoethanesul.	metabolomics_liver_hilic_neg	MX2	hilic	Taurine;2-Aminoethanesulfonic acid	CHEBI:15891	2	a,b	C00245	Lipid metabolism|Metabolism of other amino acids	Primary bile acid biosynthesis|Taurine and Hypotaurine metabolism	Chenodeoxycholate|Cholate|Taurine	HMDB00251	CID1123	C2H7NO3S	125.01466	XOAAWQZATWQOTB-UHFFFAOYSA-N	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	M124T8.1	124.007466784848	453.227411275697		[M-2H]2- 250.03	3	NA		0.54932482567299	0.135065390103615	0	0.0798113354719803	0.864568127123562	0	2.33274588282495		0.00345001372882009
M631.2581T10.35	metabolomics_liver_hilic_neg	MX2	hilic			NA												M631T10.1	631.258143043617	620.746747715875	[801][M]-	[M+Cl]- 596.282 [M-H]- 632.267	26	422	@M632.2615T10.35|-13C	-0.510076296398076	0.135065390103615	0	0.0728441801866495	0.774943148520673	0	2.55847829538596		0
M149.9867T7.48	metabolomics_liver_hilic_neg	MX2	hilic			NA												M150T7	149.986665229516	448.570293752899			3	NA		0.433590778540243	0.135065390103615	0	-0.0754022926163493	0.740652967995471	0	2.27887144848702		0
M220.5706T9.32	metabolomics_liver_hilic_neg	MX2	hilic			NA												M221T9	220.570622052521	559.153082659172		[M-H+Cl]2- 407.179 [M-2H]2- 443.156	19	NA		-0.355228332556198	0.135065390103615	0	-0.0580801136536451	0.842488960836322	0	2.12252121596611		0
M118.076T5.05	metabolomics_liver_hilic_neg	MX2	hilic			NA												M118T5	118.075985271764	303.001967912072	[64][M+2]-		12	NA		-0.264174711116322	0.135065390103615	0	-0.019713555815656	0.961721483362552	0	2.54474773474142		0
M419.1076T5.68	metabolomics_liver_hilic_neg	MX2	hilic			NA												M419T6	419.107600653236	340.602926210795	[635][M]-	[M-H-CH4]- 436.137	4	320	@M420.1115T5.68|-13C	0.586708428655641	0.139093802284771	0	-0.57654485585461	0.0281453720570513	1	1.60403370865696		0
M375.2755T1.35	metabolomics_liver_hilic_neg	MX2	hilic			NA												M375T1.3	375.27554703209	81.113007274471	[580][M+2]-		5	288	@M376.2789T1.35|-13C|@M377.2821T1.36|-18O|-13C2	-0.389351277662183	0.139093802284771	0	-0.631514669592093	0.0002204411242707	1	1.86471131799485		0
M666.2095T8.55	metabolomics_liver_hilic_neg	MX2	hilic			NA												M666T9.1	666.2095264851	513.088767628179		[3M-2H+Na]- 215.076	15	NA		-1.02616807687104	0.143752195722479	0	0.920582771448837	0.0499109363576291	1	1.91901030179898		0
M339.0637T8.19	metabolomics_liver_hilic_neg	MX2	hilic			NA												M339T8	339.063719621604	491.45293840899	[520][M+2]-		15	NA		0.829894207815668	0.143752195722479	0	-0.294438489977658	0.497030919098676	0	1.83710580874773		0
M356.9998T9.28	metabolomics_liver_hilic_neg	MX2	hilic			NA												M357T9	356.999840981258	556.536417975149	[551][M]-	[M-H-C6H10O5]- 520.06	6	276	@M358.0032T9.28|-13C|@M454.977T9.27|-(H3PO4)|@M519.0527T9.3|-(C6H10O5)	0.440225061141522	0.143752195722479	0	-0.559565064210091	0.00505695004053064	1	1.7430099192155		0
M196.0286T8.49	metabolomics_liver_hilic_neg	MX2	hilic			NA												M196T8	196.028643681462	509.608609722307			15	NA		0.574582258780472	0.1471101070576	0	-0.504143432229339	0.057787498824726	0	2.04604877876895		0
M257.0783T4.68	metabolomics_liver_hilic_neg	MX2	hilic			NA												M257T5	257.0782694201	280.823585416164	[354][M]-		999	178	@M258.0815T4.68|-13C	-0.56892929346871	0.154082225218011	0	-0.206350981288217	0.588004914668262	0	2.02259350364471		0
M172.0979T4.32	metabolomics_liver_hilic_neg	MX2	hilic			NA												M172T4.1	172.097863756091	259.456049686116			110	NA		-0.563189350581688	0.154082225218011	0	-0.326556295359573	0.304379030938289	0	1.91304956203741		0
M203.0022T1.68	metabolomics_liver_hilic_neg	MX2	hilic			NA												M203T2	203.002203649232	101.019476540321		[M-H]- 204.018	37	NA		-1.18113593187323	0.156142544205414	0	0.238386493685729	0.720245112023268	0	2.02839432781771		0
M267.0739T5.07	metabolomics_liver_hilic_neg	MX2	hilic			NA												M267T5	267.073887168371	304.245821206771	[371][M]-		12	NA		0.360995494813462	0.156142544205414	0	-0.560485684647418	0.000998137402745873	1	1.53916057360281		0
M495.0732T7.31	metabolomics_liver_hilic_neg	MX2	hilic			NA												M495T7	495.073174592168	438.370555886232			3	NA		0.409983221997695	0.158990512927178	0	0.0735708293851154	0.832354700665054	0	2.08192209576496		0
M563.177T8.97	metabolomics_liver_hilic_neg	MX2	hilic			NA												M563T9	563.176983599358	538.045458736182		[2M-H]- 282.095	10	NA		-0.755900194536064	0.169003184699034	0	0.414953023517455	0.297965379730515	0	2.01269070494972		0
M793.3105T10.54	metabolomics_liver_hilic_neg	MX2	hilic			NA												M793T11	793.310529400666	632.62729232847	[867][M]-		2125	468	@M794.3149T10.55|-13C	-0.576664706248938	0.169003184699034	0	0.0296135886352715	0.903325452440528	0	2.54889010553544		0
M455.0817T9.07	metabolomics_liver_hilic_neg	MX2	hilic			NA												M455T9.1	455.081671103369	544.262545908132		[M-H]- 456.09	748	NA		0.52396179781058	0.169003184699034	0	-0.0890865821912286	0.761326864136032	0	2.07676747438577		0
M389.255T1.37	metabolomics_liver_hilic_neg	MX2	hilic			NA												M389T1.1	389.255013228512	82.1742337913108			5	302	@M390.2584T1.38|-13C	-0.431016235993948	0.169003184699034	0	-0.201377215196775	0.465663733951152	0	2.17783271897875		0
M187T6.3_N6.Acetyl.L.lysine	metabolomics_liver_hilic_neg	MX2	hilic	N6-Acetyl-L-lysine	CHEBI:17752	2	a,b	C02727	Amino acid metabolism	Lysine degradation	Others	HMDB00206	CID92832	C8H16N2O3	188.11609	DTERQYGMUDWYAZ-ZETCQYMHSA-N	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1	M187T6.3	187.108911590495	358.736667525551			4	NA		-0.290268567645452	0.169003184699034	0	0.510171392172325	0.000395092050353205	1	1.4624507045553		0
M999.1091T7.43	metabolomics_liver_hilic_neg	MX2	hilic			NA												M999T7	999.109116674065	445.805881911255			3	NA		0.815952772523994	0.172001159458907	0	0.219032560232289	0.734197368396788	0	1.99773590597767		0
M370.9793T9.63	metabolomics_liver_hilic_neg	MX2	hilic			NA												M371T10	370.979336571941	578.0663456448			17	NA		4.3899179282774	0.172697862275166	0	-4.6851615198945	0.0259437044019862	1	2.01521335852246		0
M543.2523T8.63	metabolomics_liver_hilic_neg	MX2	hilic			NA												M543T9.1	543.252279564194	518.037591687768			1393	NA		-0.585579848675929	0.174991558021762	0	-0.189657302573089	0.666308928224441	0	2.1948770583832		0
M118.9987T9.63	metabolomics_liver_hilic_neg	MX2	hilic			NA												M119T10.1	118.998653124454	577.935291936021	[71][M]-		17	35	@M120.002T9.63|-13C|@M121.003T9.63|-18O|-13C2	0.292490494915086	0.174991558021762	0	0.00589631598542439	0.982970411864345	0	2.47947581002582		0
M533.1743T10.93	metabolomics_liver_hilic_neg	MX2	hilic			NA												M533T11	533.174334911105	655.979697064586			2028	NA		0.953151620356369	0.179946079719958	0	-0.352400462355394	0.517606393590625	0	2.40125349828932		0
M173T7.3_Suberic.acid	metabolomics_liver_hilic_neg	MX2	hilic	Suberic acid	CHEBI:9300	2	a,b	C08278	Lipid metabolism	Fatty acids	Dicarboxylic	HMDB00893	CID10457	C8H14O4	174.08921	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	M173T7.3	173.081954748418	432.474585163989			3	NA		0.653038917007152	0.179946079719958	0	-0.0159024917830628	0.938137215304932	0	1.80848933420258		0
M239.0346T9.04	metabolomics_liver_hilic_neg	MX2	hilic			NA												M239T9.2	239.034649522928	542.189941426588			800	NA		0.425343112539107	0.179946079719958	0	0.458674871561996	0.0246457713623105	1	2.07601529405552		0
M187.0249T8.53	metabolomics_liver_hilic_neg	MX2	hilic			NA												M187T9.1	187.024888598179	512.090895344687			15	NA		1.18890311234663	0.180152108676062	0	0.65295360299123	0.379471828856152	0	1.66114995849081		0
M472.1499T6.89	metabolomics_liver_hilic_neg	MX2	hilic			NA												M472T7	472.149899819698	413.509384421364			1552	NA		-0.803078164199706	0.180152108676062	0	-0.250291463716703	0.687716354282258	0	2.28135508559297		0
M365.0968T10.33	metabolomics_liver_hilic_neg	MX2	hilic			NA												M365T10.1	365.09675452454	619.967408935839		[M-H]- 366.108	26	NA		-0.58429176097771	0.180152108676062	0	-0.388084635063347	0.246487232178074	0	2.36537285244116		0
M355.1362T3.65	metabolomics_liver_hilic_neg	MX2	hilic			NA												M355T4	355.136233848295	218.710257793555	[548][M]-	[M+Cl+HCOOH]- 274.15	8	NA		-0.457129124573441	0.180152108676062	0	0.00717890244571606	0.950754469824396	0	2.11133004147128		0
M165.0405T7	metabolomics_liver_hilic_neg	MX2	hilic			NA												M165T7.1	165.040481586521	420.151711295517	[156][M]-	[M-H]- 166.048	1504	80	@M166.0438T7|-13C|@M167.0447T7|-18O|-13C2	0.291716438742601	0.180152108676062	0	0.0998950448152058	0.642959052733102	0	1.69958166387665		0
M189.0341T2.27	metabolomics_liver_hilic_neg	MX2	hilic			NA												M189T2.3	189.034081955437	135.941275914549		[M-H+NaCOOH]- 122.045	18	86	@M169.9918T2.19|+(H2)+(NH3)	1.63731311618609	0.18436957082583	0	-2.19694721504576	0.00742314759030453	1	1.76715149566798		0
M391T1.2_Deoxycholic.acid.Ursodeo.	metabolomics_liver_hilic_neg	MX2	hilic	Deoxycholic acid|Ursodeoxycholic acid	CHEBI:28834|CHEBI:9907	2	a,b	C04483|C07880	Lipid metabolism	Other bile acids	Others	HMDB00626|HMDB00946	CID222528|CID31401	C24H40O4	392.2927	KXGVEGMKQFWNSR-LLQZFEROSA-N|RUDATBOHQWOJDD-UZVSRGJWSA-N	InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1|InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20+,22+,23+,24-/m1/s1	M391T1.2	391.286100294551	89.0801111535303		[M-H]- 392.286	11	304	@M392.2895T1.48|-13C|@M393.2922T1.49|-18O|-13C2	-0.751800368155013	0.18436957082583	0	-0.000540375696143514	0.964080012865203	0	2.1977421986889		0
M510.1594T5.16	metabolomics_liver_hilic_neg	MX2	hilic			NA												M510T5	510.159402779664	309.447467992679		[M-2H+Na]- 489.175 [M-H]- 511.163 [M-H-C6H10O5]- 673.212	9	NA		0.748482936041707	0.18436957082583	0	-0.98873943488741	0.00801659876952643	1	1.40599492209195		0
M357.2646T1.34	metabolomics_liver_hilic_neg	MX2	hilic			NA												M357T1.2	357.264614006252	80.5431910309731	[549][M+2]-		5	NA		-0.713677747956243	0.18436957082583	0	0.559575537027861	0.131518177003012	0	1.8130075777107		0
M617.2418T10.37	metabolomics_liver_hilic_neg	MX2	hilic			NA												M617T10	617.241811916359	621.924716891884		[M-2H+Na]- 596.282 [M-H-CH2]- 632.267	26	422	@M632.2615T10.35|-(CH3.)	-0.600449767634339	0.18436957082583	0	-0.0467374580920819	0.961721483362552	0	2.35742823600373		0
M391.2707T1.44	metabolomics_liver_hilic_neg	MX2	hilic			NA												M391T1.1	391.270686739071	86.6308570763122	[604][M]-	[M-H]- 392.286	11	303	@M392.2738T1.45|-13C	-0.594687125478757	0.18436957082583	0	-0.646903343161856	0.0281011256821208	1	1.85952575179814		0
M874.095T7.44	metabolomics_liver_hilic_neg	MX2	hilic			NA												M874T7	874.094976508026	446.136789890734			3	NA		0.561424114697097	0.18436957082583	0	-0.0308381650271805	0.903325452440528	0	2.10304017408483		0
M699.2207T8.98	metabolomics_liver_hilic_neg	MX2	hilic			NA												M699T9.1	699.22067088079	538.91811314641			10	NA		0.399754355258262	0.18436957082583	0	-0.262188490775259	0.228986749074232	0	1.9656300811636		0
M251.0182T7.5	metabolomics_liver_hilic_neg	MX2	hilic			NA												M251T7	251.018150513307	449.983152101869	[338][M+2]-		3	NA		0.370716089032907	0.18436957082583	0	-0.0176581278508365	0.907750091228004	0	2.08130857709511		0
M206.0388T10.14	metabolomics_liver_hilic_neg	MX2	hilic			NA												M206T10.1	206.038797177949	608.488865112903	[248][M+1]-		23	NA		0.361671480598435	0.18436957082583	0	-0.265445249566669	0.158010441852674	0	1.91015934945054		0
M370.0582T7.3	metabolomics_liver_hilic_neg	MX2	hilic			NA												M370T7	370.058209025195	438.185103572403	[574][M]-	[M+Cl]- 335.09	3	NA		0.357654170776449	0.18436957082583	0	0.0354121244756946	0.941595643192205	0	1.96670752715539		0
M399.0105T10.32	metabolomics_liver_hilic_neg	MX2	hilic			NA												M399T10	399.010521493011	618.928714715845			26	NA		1.20125840408602	0.188623486382368	0	-1.00131727162662	0.11273986615833	0	1.96138179298014		0
M462.1471T8.32	metabolomics_liver_hilic_neg	MX2	hilic			NA												M462T8.1	462.147076628039	499.136074437258			1286	NA		-0.527032959555221	0.190527222448778	0	-0.21747484794081	0.564290163298189	0	2.03691253222593		0
M579T11_Uridine.5..diphosphate.g.	metabolomics_liver_hilic_neg	MX2	hilic	Uridine 5'-diphosphate-glucuronic acid;UDP-α-D-Glucuronic acid;Uridine 5'-diphosphoglucuronic acid;UDP-Glucuronic acid	CHEBI:17200	2	a,b	C00167	Carbohydrate metabolism	Amino sugar and nucleotide sugar matabolism|Ascorbate and Aldarate metabolism|Pentose and Glucuronate interconversions	UDP sugar|Sucrose|Glucuronate	HMDB00935	CID17473	C15H22N2O18P2	580.03428	HDYANYHVCAPMJV-LXQIFKJMSA-N	InChI=1S/C15H22N2O18P2/c18-5-1-2-17(15(26)16-5)12-9(22)6(19)4(32-12)3-31-36(27,28)35-37(29,30)34-14-10(23)7(20)8(21)11(33-14)13(24)25/h1-2,4,6-12,14,19-23H,3H2,(H,24,25)(H,27,28)(H,29,30)(H,16,18,26)/t4-,6-,7+,8+,9-,10-,11+,12-,14-/m1/s1	M579T11	579.027530968593	655.532947622271			2032	NA		1.21551881206114	0.198275340687494	0	-0.954877688079689	0.140879944843279	0	2.10614645705599		0
M225.0883T2.91	metabolomics_liver_hilic_neg	MX2	hilic			NA												M225T3	225.088335152994	174.599991488615			22	NA		-0.483371158289811	0.198275340687494	0	-0.578689366082973	0.0154029710524693	1	1.77244040724743		0
M153.9855T9.89	metabolomics_liver_hilic_neg	MX2	hilic			NA												M154T10	153.985477397851	593.319178058762		[M-H+Cl]2- 274.009 [M-2H]2- 309.986	1884	NA		1.28561489138615	0.201051371961928	0	-0.389452432230662	0.62698073117913	0	1.91176117757914		0
M478.2201T5.44	metabolomics_liver_hilic_neg	MX2	hilic			NA												M478T5	478.220133462434	326.353455367415	[688][M]-		935	349	@M479.2237T5.44|-13C	-0.84166939371298	0.201051371961928	0	0.531981030146898	0.263163430442879	0	1.90318615067161		0
M372.9853T9.98	metabolomics_liver_hilic_neg	MX2	hilic			NA												M373T10	372.985335594058	598.644275086311			27	NA		0.840460265803909	0.201051371961928	0	0.385152561999568	0.517812148938691	0	2.09667074552741		0
