variableMetadata	set	gene	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M420.5418T4.65	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M421T5	420.541808734563	278.839346232196		[M+K]+ 381.574	71	NA		-4.32432472666131	3.08242528499739e-09	1	0.334823794170875	0.975905611329193	0	2.292705382725		0.24269575971554
M347.9327T4.36	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M348T4.1	347.932703172215	261.370504721967	[625][M]2+		1932	382	@M348.434T4.35|-13Cdb	-3.64173104093785	3.08242528499739e-09	1	0.256507484383842	0.996742262179003	0	2.32538369258157		0.301998461867252
M347.6821T4.36	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M348T4	347.68205570403	261.492334611856	[624][M]+		1931	381	@M348.1835T4.36|-13Cdb	-3.55329513761337	3.08242528499739e-09	1	0.224913819978415	0.963040821540345	0	2.32884594849823		0.336020816068347
M463.9087T4.36	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M464T4.2	463.908703157213	261.355904879436			2082	NA		-3.40814352763755	3.08242528499739e-09	1	0.295893201301729	0.936648697100063	0	2.32387419557501		0.317465769589717
M284.8295T4.12	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M285T4.1	284.829491856531	247.11553183971			1817	NA		-4.04485510230757	4.91235584266817e-09	1	0.475216351216414	0.80169062081616	0	2.29497990924686		0.330454402722749
M245.8976T1.61	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M246T2	245.897627001753	96.4030407895708		[M+H-CO2]+ 288.893	45	NA		-3.32516205472551	8.24105271496974e-09	1	0.111434254974293	0.849212834361123	0	2.29691076349869		0.18713482511574
M613.3621T5.59	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M613T6.3	613.362129540475	335.304065640974			79	NA		-2.78353791427037	8.24105271496974e-09	1	0.649538139086337	0.275561937292532	0	2.22591900993938	plsda	0.26699991012239
M426.7409T4.13	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M427T4	426.740872448984	247.893323177896	[842][M+1]+		2048	NA		-1.59042498343555	9.841898539663e-09	1	-0.142712045408086	0.301146430749073	0	2.25012514453878	forest	0.241749560704594
M692.2178T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M692T6.4	692.217840737315	377.418037449374			64	NA		-1.27224043283976	9.841898539663e-09	1	-0.115797460553598	0.296059096339395	0	2.25075048465642		0.295970462176557
M463.5747T4.35	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M464T4	463.574693428601	261.276940510807			2081	NA		-3.58043690723878	1.19176549754792e-08	1	0.276459353581043	0.9807276549673	0	2.29155878182874		0.0950675724432163
M755.0545T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M755T6.4	755.054528623334	377.531407497955		[M+H+NH3]+ 737.006	64	764	@M692.0507T6.29|+Na+CH3CN	-1.19327246998629	1.88652599550013e-08	1	-0.0946264879305225	0.35742566051513	0	2.21665246097567		0.232072476500848
M366.1866T4.47	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M366T4.2	366.186590698054	268.091415638314		[M+Na]+ 343.202	77	NA		-2.91212196102101	1.95529486999174e-08	1	-0.12239582534697	0.518381833492647	0	2.2193506605795		0
M830.6581T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M831T6.1	830.658111153553	377.53099690592	[1459][M+1]2+		64	822	@M830.1574T6.29|+13Cdb	-1.13388835493629	1.95529486999174e-08	1	-0.11245813024988	0.296059096339395	0	2.18796961541239		0.199709637209923
M613.6959T5.57	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M614T6	613.695904295394	333.932390925269		[3M+2K]2+ 383.146	79	NA		-3.25440696325933	2.07618218074986e-08	1	0.978531635146654	0.131605515835675	0	2.19296596603077		0.283785507474257
M550.1199T1.23	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M550T1	550.119916066275	73.8649246135006		[M+H]+ 549.109	1	NA		-2.96849619253285	2.54965206330785e-08	1	0.455588145285365	0.666946250865551	0	2.19452920482533	plsda	0.0903537234919109
M830.1574T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M830T6.1	830.157430299373	377.584871586521	[1459][M]2+		64	822	@M830.6581T6.29|-13Cdb	-1.17110453662138	2.54965206330785e-08	1	-0.126750498544592	0.280930120496495	0	2.15540140156929		0.107026282467971
M830.458T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M830T6.4	830.458022230993	377.533874689224	[1463][M]2+		64	NA		-1.10502073367969	3.0760327737844e-08	1	-0.0750732030390289	0.427566900530008	0	2.21564199617699		0.19845308669384
M306.9156T4.07	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M307T4	306.915629778068	243.966138930942	[509][M]2+		1854	304	@M307.417T4.07|-13Cdb	-3.13534825869441	4.19409798478327e-08	1	0.126878298731734	0.891494966036625	0	2.24533381676689		0
M692.3848T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M692T6.6	692.384769644919	377.460650183135		[M+Na+NaCOOH]+ 601.402	64	762	@M691.8834T6.29|+13Cdb	-1.22049319186855	4.19409798478327e-08	1	-0.0903426724407996	0.415585057401052	0	2.20486914565456		0.169211730905273
M490.5198T4.31	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M491T4	490.519771725139	258.37935875258			49	NA		-1.91441662557784	5.12016657443581e-08	1	-0.0350860580907142	0.65427681368456	0	2.22577121210763		0
M307.1664T4.07	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M307T4.1	307.166431852882	243.937736291251			1855	NA		-3.05691950889495	6.50057665305891e-08	1	0.131136120117443	0.90239878677424	0	2.23634423828803		0
M754.9633T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M755T6.3	754.963301517076	377.536341880493		[M+H+HCOOH]+ 707.94	64	NA		-1.16418318661525	6.50057665305891e-08	1	-0.109975737573105	0.353124107263332	0	2.16073710572439		0
M755.1454T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M755T6.5	755.14540512558	377.550620455083		[M+Na+HCOOH]+ 686.17	64	765	@M692.1344T6.29|+(CH2S)+(NH3)|+Na+CH3CN	-1.18397556837727	6.53659087053348e-08	1	-0.0577974103799157	0.533030218477714	0	2.17537866483309		0.0233265739082503
M409.5537T4.07	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M410T4	409.553720562434	243.914498208625			2024	NA		-3.5787762915189	7.212336425935e-08	1	0.159953987535474	0.910800717749937	0	2.22381135296044		0
M650.3883T5.79	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M650T6.1	650.388268349049	347.689830497198			58	NA		-3.76208774220338	7.25045839231008e-08	1	0.491749667247456	0.788427999502129	0	2.18260954922245		0
M754.7809T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M755T6.1	754.780865707878	377.528116241072		[M+H-C6H10O4]+ 899.835	64	NA		-1.15397152075225	7.25045839231008e-08	1	-0.05418157729871	0.54721336928341	0	2.20044650573162		0.0507079250658207
M922.3944T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M922T6.2	922.394428345555	377.530001650394		[2M+2Na-H]+ 438.713	64	NA		-1.07451250648463	7.60090822188433e-08	1	-0.104782255232141	0.353124107263332	0	2.19595019584506	forest	0.0242406702271751
M691.9672T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M692T6.1	691.967211773875	377.418037449374	[1328][M]2+		64	763	@M692.4684T6.29|-13Cdb	-1.11415779655785	9.97693966221903e-08	1	-0.0485045023275212	0.567392882510056	0	2.18583934328323		0
M408.8852T4.07	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M409T4	408.885176970777	243.904374080837	[790][M]+		2020	NA		-3.20079609545424	1.10668376382146e-07	1	0.0643384886066709	0.82982820185507	0	2.22642001673301		0
M830.558T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M831T6	830.557999308775	377.533874689224		[M+K]+ 791.606	64	NA		-1.12584049523058	1.1737243639152e-07	1	-0.0490486212906873	0.572489590381059	0	2.14996577211652		0
M830.3573T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M830T6.3	830.357311028991	377.439343816255	[1462][M]2+		64	766	@M692.3012T6.29|+(C4H10O5)|@M755.3276T6.29|+(C2H5NO2)|@M830.8582T6.29|-13Cdb	-1.05371072986633	1.1737243639152e-07	1	-0.105692444493378	0.360948726649766	0	2.13247221803385		0
M490.7705T4.3	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M491T4.2	490.770491178372	258.295794628548		[M+K]+ 451.795	49	NA		-2.05787985114045	1.18602153900318e-07	1	0.16056269221292	0.981273620849026	0	2.21086184220012		0
M463.9295T4.63	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M464T5.1	463.929450484976	277.773525059673			3014	NA		-2.22275659757305	1.2311473708233e-07	1	0.408719178972083	0.578959581877282	0	2.21308736485313		0
M691.8834T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M692T6	691.883423962056	377.345705727039			64	762	@M692.3848T6.29|-13Cdb	-1.16366788218073	1.30276685270534e-07	1	-0.112085665341228	0.380699260573723	0	2.13779293208261		0
M374.551T4.3	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M375T4	374.550961920955	257.719554967775			49	NA		-2.51539055843707	1.67561121452975e-07	1	-0.19960408648862	0.447043159287355	0	2.18175996840889		0
M754.8724T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M755T6.2	754.872373131393	377.52411878388			64	NA		-1.16203796747396	1.67561121452975e-07	1	-0.0656886051867573	0.535335610891139	0	2.15009933195742		0
M413.2115T4.57	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M413T5.4	413.21153764131	274.460683210461		[M+H]+ 412.202	90	NA		-2.96164585786357	1.83209338470236e-07	1	0.0192495602977445	0.784653772903318	0	2.14214184535787		0
M605.8154T5.09	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M606T5.1	605.815407197028	305.689298081298		[M+K]+ 566.846	94	NA		1.09186147082248	2.70429690456185e-07	1	0.0583704110776289	0.557523526647511	0	2.2978340484355		0
M409.2195T4.07	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M409T4.3	409.219508070946	243.919484547913			2022	NA		-2.79033056516908	3.35532221546745e-07	1	0.154742315419336	0.952898327543907	0	2.21518744574862		0
M258.1646T4.04	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M258T4.1	258.164620268292	242.594954347841	[351][M]2+		1779	203	@M258.6663T4.04|-13Cdb	-3.02284431812324	4.53159383150053e-07	1	0.479764432373914	0.709763651774034	0	2.1313859051293		0
M695.3904T4.63	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M695T5	695.390411344474	277.961744678664	[1332][M]2+		71	767	@M695.8914T4.63|-13Cdb	-2.47926289663779	4.53159383150053e-07	1	0.594995102428651	0.404224930278745	0	2.16398050845727		0
M343.5407T5.18	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M344T5	343.540660319375	310.606442345624		[3M+2Na+K-H]2+ 201.052 [M+Na]+ 320.555	70	NA		-2.88986587697836	5.35801891958801e-07	1	0.185740193482491	0.981284113566637	0	2.14989173248634		0
M252.6405T1.49	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M253T1	252.640482324329	89.3807706885137		[M+2H-C6H10O4]2+ 649.31	38	NA		1.65922017624919	5.35801891958801e-07	1	-0.144832940610243	0.954127679950417	0	2.28588021261371		0
M240.159T2.24	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M240T2.3	240.159038919491	134.116663108799			75	NA		-2.55163582554569	5.40112417198135e-07	1	-0.508347029064986	0.175171587976311	0	2.08266223056157		0
M755.4186T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M755T6.8	755.418621071243	377.412570397156		[2M+Na]+ 366.219	64	NA		-0.919722994614917	5.65330334137712e-07	1	-0.100131356644027	0.388845586677554	0	2.0842744258661		0
M325.947T4.42	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M326T4	325.946991010811	265.296291575764	[564][M+1]2+		1886	NA		-1.55776321218433	5.70061333186979e-07	1	-0.751359980517829	0.00323639299235074	1	1.83102722176576		0
M327.8441T4.32	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M328T4	327.844103129117	259.465162754154			1890	NA		-3.30361319113035	6.117537104555e-07	1	0.257788130465478	0.982893843618486	0	2.16827314612444		0
M258.171T3.56	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M258T4.2	258.171004287772	213.835589824625			84	NA		-1.68068475167354	6.62337751254593e-07	1	-0.137495750236845	0.481073285276734	0	2.10418102826953		0
M572.7706T3.98	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M573T4.1	572.770585806806	238.686156652348	[1176][M]2+		2163	675	@M573.2719T3.98|-13Cdb	1.20150132618564	6.62337751254593e-07	1	0.403165930574779	0.0329647642867949	1	2.09183167703521		0
M351.6679T1.45	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M352T1	351.667874012428	87.1030945711818			1499	NA		-10.6514310700119	1.20571539728781e-06	1	1.62510654467043	0.753546198898976	0	2.13853612211048	svm	0
M453.2521T5.46	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M453T5.2	453.252112103479	327.545344921296			16	531	@M453.7533T5.46|-13Cdb	-3.145661333522	1.23604604793673e-06	1	0.438229118759171	0.798197340162009	0	2.16037499311663		0
M348.6897T4.45	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M349T4	348.689657289067	266.987893890527	[624][M+1]+		1937	NA		-3.44150026978508	1.47026729911853e-06	1	0.375560264042591	0.893092896953561	0	2.08228731044044		0
M240.41T2.24	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M240T2.5	240.409961635409	134.14819630344		[3M+Na+3K-H]3+ 194.116	75	NA		-2.9859903510262	1.47026729911853e-06	1	-0.429254703314241	0.323286075122358	0	2.07756248613192		0
M572.5198T3.98	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M573T4	572.519838786458	238.700848426785	[1175][M]2+		2162	674	@M573.0214T3.98|-13Cdb	1.29501605235477	1.51078655743457e-06	1	0.462326405344543	0.0325489151530437	1	2.06931090074562		0
M257.1751T4.55	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M257T5.3	257.175116557764	273.08831053842			2835	NA		-2.2040806250435	1.51329458976004e-06	1	-0.387898262716842	0.252599876573408	0	2.07586256511032		0
M365.2183T1.74	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M365T2.6	365.218309023397	104.21210491101			2975	NA		1.5999564838379	1.59444464672285e-06	1	0.106852082879042	0.562130032509405	0	2.17039134720011		0
M343.5556T3.67	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M344T4.1	343.55563806813	219.980124839527			3078	NA		-2.75414550556829	1.60754010047147e-06	1	-0.47286060657159	0.264122089734811	0	2.07840630974261		0
M754.6901T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M755T6	754.690090198682	377.475305676434			64	NA		-1.18228052219511	1.61189142649623e-06	1	-0.00275641717456487	0.785138907230534	0	2.0718874776475		0
M319.8763T2.24	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M320T2.1	319.876310176375	134.204528398718			75	NA		-2.72909544761181	1.76875645570334e-06	1	-0.74489196462158	0.0974745573864692	0	2.02054279926074		0
M453.5027T5.46	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M454T5	453.502724818667	327.545344921296	[906][M]2+		16	532	@M454.004T5.46|-13Cdb	-3.16532776641322	1.80428835648899e-06	1	0.414069928468326	0.83382755863272	0	2.15009762352478		0
M584.163T1.43	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M584T1.1	584.163016261705	85.7674279438033	[1194][M]+	[M+H]+ 583.164	38	689	@M585.1666T1.43|-13C	-1.51217417246779	1.91388620850347e-06	1	-0.213524843451093	0.339604189660664	0	2.05547423188053		0
M370.5416T2.69	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M371T3	370.541601801519	161.572439517123		[3M+3K-H]2+ 208.405	9	NA		-3.27006803228481	2.06338698003419e-06	1	0.293380434529478	0.952440637018171	0	2.12685916400001		0
M257.9185T3.67	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M258T4	257.9184725123	220.479281638043			3078	NA		-2.63526105117349	2.16990823150166e-06	1	-0.424006734691458	0.298917035390336	0	2.06961071929961		0
M262.1659T3.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M262T3.2	262.165924367804	195.341499485022			2344	NA		-2.40252482059423	2.31960702625343e-06	1	-0.028890900384928	0.759539880606889	0	2.14051944324078		0
M392.4166T4.31	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M392T4.3	392.416604092123	258.423844197114		[M+K]+ 353.459	49	NA		-1.85716850219358	2.42584751688913e-06	1	-0.0536968856500373	0.703577910654923	0	2.1489958653243		0
M207.6403T2.14	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M208T2	207.640289733558	128.174191479288	[209][M]2+		75	126	@M208.1419T2.14|-13Cdb	-2.18883027011301	2.98647772290296e-06	1	0.0264812731060839	0.839466114714459	0	2.00305635956734		0
M612.6955T5.64	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M613T6	612.695488169013	338.360457451531			85	NA		-3.6720144950862	3.04854812210105e-06	1	0.726891252127851	0.617203643062178	0	2.04763464109168		0
M343.8749T5.18	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M344T5.4	343.874933141915	310.576962687746		[M+H-CH4]+ 358.903	70	NA		-2.83923658699818	3.04854812210105e-06	1	-0.0333016371221824	0.764894031131795	0	2.03372976887541		0
M268.1413T1.21	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M268T1.2	268.141258560738	72.5276002033872		[M+H]+ 267.136	1	NA		-2.20074882057206	3.12786876013847e-06	1	0.781896300665128	0.189669855881852	0	2.08369155287104		0
M392.6171T4.31	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M393T4	392.617105094834	258.423643754218			49	NA		-2.24357347476211	3.16128299155153e-06	1	0.115223085753271	0.949535314470197	0	2.11603002685657		0
M258.1704T1.79	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M258T2.1	258.170408346655	107.435479454709		[M+H]+ 257.157 [M+H-HCOOH]+ 303.16	63	NA		-2.13413999513733	3.24704131657669e-06	1	-0.414578185383849	0.243329383196326	0	2.03720772265748		0
M426.5615T4.54	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M427T5	426.561517940262	272.617200150488			77	NA		-1.93389224293716	3.37511488901317e-06	1	0.580217602722737	0.30451297518542	0	2.08465005457312		0
M539.2023T5.07	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M539T5.8	539.202294428494	304.334759653483		[M+K+NaCOOH]+ 432.246	8	NA		-1.16029276126969	3.45844191590855e-06	1	-0.169567233308408	0.350265384673075	0	2.08170913286229		0
M296.8222T4.09	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M297T4.1	296.822151571029	245.226237154239			1835	NA		2.05813096378755	4.2665319555972e-06	1	-0.0810384696048434	0.919119728659895	0	2.10470827030924		0
M450.9857T4.15	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M451T4.1	450.985685119065	249.295166139728			2065	NA		2.34184208798305	4.37824498654802e-06	1	-0.322903132522793	0.825300462042646	0	2.171448070903		0
M477.2804T6.3	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M477T6.2	477.280410118477	377.843577779205			64	NA		-1.97835160298638	6.11779780594492e-06	1	0.520266158761249	0.427566900530008	0	2.04941199763225		0
M946.3652T0.88	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M946T1.1	946.365165153153	52.9019786430887		[3M+Na+K]2+ 610.255	4	NA		-1.98396281451352	6.38121265058267e-06	1	0.646674649055077	0.268388797226089	0	2.07960478785161		0
M150.0225T1.34	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M150T1.4	150.022492325241	80.6806475064893		[M+Na+NH3]+ 109.996	56	NA		-1.47492845539625	6.50078789351509e-06	1	0.239287143164329	0.753546198898976	0	2.08582450209654		0
M502.6216T6.02	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M503T6	502.621578386325	360.901329134696		[M+K]+ 463.659	64	NA		1.61654253263518	6.55415226977515e-06	1	0.496248092645034	0.0955435610581491	0	2.05746638154388		0
M327.1677T1.09	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M327T1.5	327.167654805269	65.5395647575757			7	NA		-1.16141550410925	6.55415226977515e-06	1	0.0198199880187921	0.862873557809628	0	2.05996200909381		0
M282.686T4.36	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M283T4.1	282.685982672221	261.822412417226			1813	NA		-2.24555966984145	7.59034166974468e-06	1	-1.03399323679757	0.0168194403924322	1	1.8759598061684		0
M474.5047T4.18	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M475T4	474.504729089636	250.971250888547			2091	NA		1.48104122923708	8.0280678997759e-06	1	0.241281724590257	0.339383938871971	0	2.07055199708819		0
M580.4685T5.43	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M580T5.4	580.46851691584	325.934549021504		[M+Na]+ 557.486	16	NA		1.38798195374846	8.0280678997759e-06	1	0.25258516438185	0.299481963306088	0	2.04146196226035		0
M357.7147T5	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M358T5.1	357.714689711049	300.039016019836	[659][M]2+	[M+2H-H20]2+ 731.425	8	401	@M358.2168T5|-13Cdb	-1.90405031685824	8.26064006653585e-06	1	0.0136295517150771	0.838598796941406	0	2.06788428482623		0
M642.8303T5.88	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M643T6	642.830336294376	352.616603166641	[1285][M]2+		2860	739	@M643.3321T5.87|-13Cdb	-1.44131713884851	9.12751360196522e-06	1	-0.0635710081189433	0.687968712157614	0	2.03181235978995		0
M250.0947T1.67	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M250T2.2	250.094743379631	100.225267188064	[328][M]+	[M+H]+ 249.095	45	185	@M251.0979T1.67|-13C	2.37170528439369	1.01757728188071e-05	1	-0.741150678703601	0.314612816850127	0	2.10288027645645		0
M418.6971T3.92	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M419T4.2	418.697122436817	235.430308764954		[M+K]+ 379.727	3101	NA		-2.03028770124467	1.01757728188071e-05	1	0.0627650590028122	0.900577753356449	0	2.04695132886395		0
M572.5245T3.24	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M573T3	572.524512496247	194.655236034852			2350	NA		1.91705824651222	1.17620560297384e-05	1	0.288561139088358	0.385668215586463	0	2.09078601556075		0
M303.6859T3.98	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M304T4	303.68589800059	238.700848426785			1847	NA		-1.54875981534651	1.18034067553759e-05	1	0.126262533358785	0.977304578992591	0	2.02778989088357		0
M523.4929T5.65	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M523T6.3	523.492875528797	338.953043596283		[M+Na]+ 500.499	85	NA		-2.10475354532964	1.18105677935695e-05	1	0.0656222395697945	0.90239878677424	0	2.0433132574317		0
M278.1579T2.7	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M278T3.2	278.157897349947	161.755972185074		[M+2K-H]+ 201.236	9	NA		-3.1742564974041	1.22693525334782e-05	1	0.0486105232789793	0.86487316483104	0	2.06218951293819		0
M623.2618T0.88	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M623T1	623.261754539603	52.8922440201802	[1263][M+1]+		4	539	@M461.2083T0.88|+(C6H10O5)|@M622.2584T0.88|+13C|@M624.2637T0.88|-13C|-15N|@M785.3155T0.88|-(C6H10O5)	-1.33694447700511	1.22693525334782e-05	1	0.312856771211521	0.544648652662047	0	2.10978786336871		0
M679.8703T4.59	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M680T5.2	679.870253161754	275.645240306915	[1318][M]2+		90	757	@M680.372T4.6|-13Cdb	-2.38413535532094	1.27267468275473e-05	1	0.680184657961645	0.392433010208669	0	1.99949913982208		0
M337.1646T5	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M337T5.1	337.164637346996	299.914557914363			8	NA		2.01601248889802	1.27267468275473e-05	1	-0.0413762039318293	0.879062218304317	0	1.98094709789338		0
M426.8958T4.55	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M427T5.2	426.89581988821	272.878293408097		[3M+Na+2K]3+ 393.247	77	NA		-1.78727690490002	1.27267468275473e-05	1	0.577313375243564	0.301810619625167	0	2.0361585158191		0
M317.1553T2.62	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M317T3	317.155288630755	157.020706571009	[537][M+1]+		82	NA		-1.59893356246012	1.29841294635068e-05	1	-0.106821790925773	0.632106332303483	0	1.92041264989464		0
M201.0168T0.88	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M201T1.2	201.016792582648	53.0884669071547			4	NA		2.16133462160125	1.43070993209718e-05	1	-0.757028561558707	0.251168830500018	0	2.0449173879537		0
M830.9592T6.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M831T6.4	830.959212610963	377.547590983212	[1463][M+1]2+		64	NA		-1.04587011435218	1.49540684513224e-05	1	-0.192473339271544	0.319029555579439	0	1.84226758412043		0
M680.1212T4.6	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M680T5.3	680.121231750257	275.871500899155			90	NA		-2.23589494736549	1.55533899714901e-05	1	0.550581205880448	0.513171602799731	0	2.0463341234966		0
M436.4118T5.65	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M436T6.1	436.411755865441	338.883509704166			85	NA		-2.11399363879355	1.55533899714901e-05	1	0.0359838584674002	0.870981490440787	0	2.03086425161812		0
M324.0606T0.84	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M324T1.1	324.060578539127	50.447570000605	[559][M]+	[M+H]+ 323.056	4	NA		0.64763374379887	1.55533899714901e-05	1	-0.385385495679216	0.0161809906673716	1	2.0383234979895		0
M172.0572T0.74	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M172T1.1	172.057240094329	44.3565744206622	[131][M+1]+		4	21	@M134.1012T0.7|+K|@M171.0538T0.74|+13C	-0.855722570443792	1.60372556731426e-05	1	0.242501955342851	0.409110831662372	0	2.02455519628458		0
M517.7452T3.52	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M518T4	517.745178327603	211.414719598282	[1044][M]2+		2946	609	@M518.2467T3.52|-13Cdb	1.38757849499479	1.73568485701901e-05	1	-0.649983846305135	0.0829116476619779	0	2.0109456526957		0
M531.9559T5.17	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M532T5.2	531.955929287928	310.140538669986			70	NA		-1.52870655736666	1.75856808834667e-05	1	-0.0723833990826144	0.695706788360661	0	1.99527772093811		0
M540.2333T3.6	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M540T4	540.233334181664	215.710733381267			2945	NA		0.932257746309794	1.75856808834667e-05	1	0.36875553813795	0.0524035404331908	0	1.91621735176629		0
