variableMetadata	set	gene	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M302.125T1.9	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M302T2.1	302.124982417493	113.821502415709		[2M+Na+K-H]+ 120.593	2	NA		-0.975498747101721	0.000452459789274909	1	0.553032774391486	0.10932809227927	0	1.70894846100139		0
M525.7775T4.74	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M526T5.1	525.777534323302	284.516541373824	[1071][M]+		71	NA		0.782696480874776	0.000452459789274909	1	0.462723092552451	0.0423525996628588	1	1.65540338877554		0
M129.518T1.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M130T1.1	129.517960165783	75.4373813462525			1	NA		-1.12877225625018	0.000456557259132177	1	0.449507652794185	0.329098615080837	0	1.80316066949366		0
M561.3065T4.29	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M561T4	561.306518717783	257.69224181347		[2M+2K-H]+ 242.191 [M+H-CH2]+ 574.313	49	NA		-0.959831646540747	0.000460728829137932	1	-0.157175237400793	0.534508033804367	0	1.70606245582048		0
M510.2373T4.04	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M510T4.1	510.23729654038	242.508297966403			2127	NA		2.21491039256017	0.000461560786962825	1	-0.0500790585604776	0.915950481992214	0	1.87005649669726		0
M269.1027T1.8	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M269T2	269.10265050866	108.101562954186	[374][M+2]+		63	NA		-0.656292821011812	0.000463566723407459	1	-0.0394793934678788	0.756078591101836	0	1.9288474388522		0
M415.5589T3.78	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M416T4	415.558924100148	226.695742653151			13	NA		-1.18067538210397	0.000468162512460378	1	0.318154463217386	0.598442041320111	0	1.7293447365518		0
M503.2854T4.01	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M503T4	503.285427741568	240.556475438962			2119	NA		-4.78093395650467	0.000476385993611981	1	1.51310861740382	0.492635729963666	0	1.80104655188067		0
M605.1254T5.15	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M605T5.1	605.12539191961	309.237295835367		[M+H-C5H8O4]+ 736.179	2640	NA		-0.912677392820916	0.000479688723060872	1	-0.244586262493508	0.33686493094345	0	1.73222318797142		0
M346.1709T5.66	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M346T6	346.170884293074	339.67238639144		[M+K+NH3]+ 290.174	58	NA		-1.57037550148444	0.000481106628631475	1	0.0717941590933933	0.955483489880989	0	1.84765931058295		0
M178.5498T2.37	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M179T2	178.549795618457	141.908264088142	[148][M]2+		42	83	@M179.0516T2.37|-13Cdb|@M179.55T2.37|-13C|-15N	-0.815057828165058	0.000482029363962818	1	-0.231468958132492	0.311764096924083	0	1.67754693840494		0
M597.5596T6.02	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M598T6.1	597.559617322611	361.477215928479	[1215][M]2+		64	705	@M598.0608T6.02|-13Cdb	1.73098233364279	0.000484306777176275	1	0.514428370306049	0.29558133025829	0	1.75174229221555		0
M606.4518T4.95	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M606T5.5	606.451823399236	296.751669764948			74	NA		-0.729515869794328	0.000484306777176275	1	0.0696832893308006	0.956427462516551	0	1.93946938753927		0
M568.1238T0.92	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M568T1	568.12375584902	55.2577872793578			345	NA		1.65782463561339	0.000485002775955383	1	-1.02541710217305	0.0719092521536441	0	1.76929128556833		0
M269T1.3_Inosine	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil	Inosine	CHEBI:17596	C00294	Nucleotide metabolism	Purine metabolism	Inosine and Xanthine	HMDB00195	CID6021	C10H12N4O5	268.08077	UGQMRVRMYYASKQ-KQYNXXCUSA-N	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	M269T1.3	269.089166744514	72.5428782100687	[382][M]+	[M+H]+ 268.081	1	221	@M270.0924T1.21|-13C	0.535642925406506	0.000487164263074524	1	-0.293778008077808	0.130474699457322	0	1.86468244886477		0
M376.2182T4.21	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M376T4.3	376.218195714152	252.856282733454			1978	NA		0.88190186058328	0.000489878923343653	1	0.0952396254917058	0.655194342603965	0	1.8380240877153		0
M552.2575T4.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M552T5.1	552.257487333299	293.20713542296			2807	NA		-5.33240529160261	0.000491794066953873	1	0.867737116361813	0.838229241352041	0	1.78554087470232		0
M318.096T0.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M318T1.2	318.09598443746	53.1184075148027			300	NA		2.41346112730674	0.000491794066953873	1	-1.08136733051639	0.256268284634227	0	1.86686746969961		0
M471.0528T5.37	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M471T5.5	471.052800115083	322.209360554935			16	NA		-1.31472939417512	0.000493011988219151	1	0.66825524362765	0.179576303771011	0	1.75389969334158		0
M447.5618T2.28	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M448T2	447.561840325468	136.813323365433			75	NA		-1.77303325118378	0.000495213678562347	1	-0.373360967980791	0.442604357530443	0	1.76236623868306		0
M175.1449T0.74	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M175T1.9	175.14493383649	44.1832316303112			4	NA		-1.21401278189539	0.000498069493167658	1	0.4996924662028	0.31130071812574	0	1.74090820469629		0
M289.0808T1.8	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M289T2.1	289.080828770317	107.85735546143		[M+Na]+ 266.094	63	NA		-0.514996750834108	0.000498069493167658	1	0.0871748203751146	0.826911403302404	0	1.97345436767403		0
M169.2921T1.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M169T2.38	169.292101330997	113.132484702566		[M+K]+ 130.329	2	NA		-0.760119761803095	0.000512131502195263	1	0.0457550002535374	0.982893843618486	0	1.71912281457883		0
M327.8619T1.6	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M328T2.1	327.861938710329	96.1922625238034		[M+K]+ 288.893	45	NA		-4.28691794464671	0.00051684578506803	1	0.657106255540354	0.856791198775206	0	1.8134534856542		0
M281.1569T4.3	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M281T4.2	281.156900661762	258.072720152665		[M+K]+ 242.191 [M+2H-CH2]2+ 574.313	49	NA		-0.907459376038236	0.000520504093574995	1	-0.0195181910255009	0.838499961732541	0	1.76277179895353		0
M608.0922T6.49	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M608T6.2	608.092171719313	389.448998274359			2745	NA		-1.24316040748624	0.000526407412973379	1	-0.445596874747407	0.221384028848354	0	1.67800456985425		0
M126.7138T1.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M127T1.12	126.71379621173	75.5300918328086			1	NA		-0.927130527513341	0.000531056016996289	1	-0.154102947040979	0.53716563852364	0	1.63132225730154		0
M415.8267T5.23	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M416T5	415.826671607514	313.853412728977		[M+K]+ 376.866	16	NA		-2.44629579259188	0.000532000553442023	1	0.750269308936389	0.524649813843455	0	1.86416613741424		0
M327.5277T1.61	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M328T2	327.527727304299	96.386715645681		[M+K+HCOOH]+ 242.551 [M+Na+HCOOH]+ 258.524 [M+H+HCOOH]+ 280.505	45	NA		-4.34443450055844	0.000548516180024655	1	1.08924576384208	0.650535535541697	0	1.81375618532314		0
M289.6575T2.28	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M290T2	289.657493708511	136.869019649687			75	NA		1.45253258945616	0.000550336204335712	1	-0.227618662845385	0.850703942373704	0	1.81912113884136		0
M403.7631T4.9	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M404T5	403.763113235064	293.885786030056		[M+H]+ 402.746	74	NA		-1.1475443487262	0.000550336204335712	1	-0.0517790299215424	0.791006057646209	0	1.691271053363		0
M298.1509T4.13	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M298T4.2	298.150869782992	248.00210823396			1837	NA		2.44504353545818	0.000554900269222531	1	-0.152829061275401	0.986635218610648	0	1.89297965262725		0
M326.032T0.79	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M326T1	326.032023265389	47.1010187266596	[565][M]+	[M+2K-H]+ 249.112 [M+H-H20]+ 343.037	4	NA		1.03831483497348	0.000557544842663026	1	-0.0454511078761648	0.954127679950417	0	1.90865561824601		0
M601.3185T5.13	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M601T5	601.31846254904	307.606170951349	[1223][M]2+		94	710	@M601.8203T5.12|-13Cdb	-1.48459220896661	0.000561103234511042	1	0.329856586503301	0.712762595315283	0	1.75912372944195		0
M606.5772T4.94	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M607T5	606.577152792874	296.62613479149		[M+H]+ 605.572	74	NA		-0.698906060845376	0.000569963360733265	1	0.0537278018899912	0.993349257044627	0	1.90598165664442		0
M677.0357T5.63	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M677T6.1	677.035690512747	337.911233007923			2968	NA		-2.14124289476404	0.000577891668394102	1	0.284772094650164	0.893092896953561	0	1.72463941608271		0
M279.6706T4.23	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M280T4	279.67062278105	253.805896631945			49	NA		-1.96387542526996	0.000582662480979746	1	-0.027029538827442	0.854073566144742	0	1.72713826968867		0
M483.1478T2.36	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M483T2	483.147799928288	141.704853306376			42	58	@M290.0831T2.36|+(C7H7O2N5)	-1.71631827778637	0.000582662480979746	1	-0.547680796860991	0.275561937292532	0	1.6604445837874		0
M130.9681T1.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M131T1.28	130.968072713609	75.4467321203753			1	NA		-0.937976457315486	0.000582662480979746	1	0.251264443303544	0.615764015704512	0	1.81639451321727		0
M130.6027T1.14	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M131T1.7	130.602723388492	68.590941208556			7	NA		-0.868710381043794	0.000582662480979746	1	-0.148937738034515	0.53021536783075	0	1.78560773409151		0
M155.9869T1.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M156T2.20	155.986926888289	113.211501117055		[M+Na]+ 132.992 [M+Na]+ 132.992	2	NA		-0.629479298630899	0.000582662480979746	1	-0.183715466421015	0.31130071812574	0	1.71006625080266		0
M606.2011T4.94	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M606T5.3	606.201147080112	296.560757279811			74	NA		-0.78315638348748	0.000602856450956186	1	0.104721760166679	0.892763182768581	0	1.84773933946167		0
M372.8928T4.23	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M373T4.3	372.892809472578	253.729446994942		[2M+H]+ 185.947 [M+H]+ 371.889	49	NA		-2.28318939101498	0.000612103708870163	1	0.100449441182889	0.954643200536314	0	1.75229754904724		0
M374.8941T4.15	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M375T4.1	374.89407265961	248.932190320242			1973	NA		-0.878648053123039	0.000631478244473536	1	-0.0440379362440932	0.784653772903318	0	1.7146122913112		0
M467.2561T4.92	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M467T5.2	467.256129628347	295.287982418492		[M+K]+ 428.298	74	NA		-1.16566274348377	0.000638160102901213	1	0.184483668552314	0.850703942373704	0	1.76625570589218		0
M129.9179T1.25	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M130T1.23	129.917943152152	75.1405471034239		[M+H+NH3]+ 111.892	1	NA		-0.663889598624721	0.00064439994492945	1	0.07625965673137	0.929089855072971	0	1.82966959602408		0
M288.9935T0.78	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M289T1.1	288.993496086406	47.0503153027651		[M+H-C6H8O6]+ 464.03	4	NA		1.44350013647606	0.00064569025161403	1	-0.272016796798434	0.78954010471785	0	1.82805708323448		0
M426.1712T6.27	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M426T6	426.1711574172	375.979577290202			64	NA		1.13331501475841	0.00064569025161403	1	-0.261156457098492	0.698846996335603	0	1.95401156583924		0
M129.1179T1.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M129T1.40	129.117918668031	75.4379462127136		[M+H]+ 128.105	1	NA		-0.709911485361118	0.00064569025161403	1	0.0827016537920358	0.926696369736522	0	1.7652323669841		0
M603.3551T4.51	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M603T5.1	603.355092894619	270.876855085323			77	NA		-6.33396651333138	0.000647166708243067	1	-0.310443729276304	0.78669337302407	0	1.75644086847915		0
M505.2288T4.08	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M505T4	505.228832767051	244.683066521629			2121	428	@M376.1888T4.13|+(C5H7O3N)	-4.36184145139013	0.000647166708243067	1	0.741773979546608	0.82982820185507	0	1.70590978416669		0
M523.292T5.65	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M523T6.2	523.291991496692	338.99334263892			85	NA		-2.08994266017639	0.000647166708243067	1	0.0463413645815933	0.91924568778446	0	1.75506583779632		0
M355.7878T4.3	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M356T4.1	355.787818093003	257.707973635113		[M+K]+ 316.818	49	NA		-1.96971159884729	0.000647166708243067	1	-0.146406416794042	0.73533835433704	0	1.7940766187688		0
M237.6691T1.41	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M238T1.1	237.669073282916	84.4722546018249			38	NA		-1.91300253637148	0.000647166708243067	1	-0.0548964861561103	0.82982820185507	0	1.79188898910644		0
M205.0985T4.32	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M205T4.4	205.098499226562	258.973860882451	[202][M]+		1742	NA		-0.746450460741109	0.000647166708243067	1	0.00484854896678755	0.890784096199086	0	1.70750063751297		0
M594.2269T0.81	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M594T1.1	594.226856338708	48.6670301577589	[1210][M]+	[M+H-NH3]+ 610.255	4	698	@M756.28T0.81|-(C6H10O5)	-0.59709258103495	0.000647166708243067	1	0.204660579083679	0.45430102757814	0	1.87110996767488		0
M209.0099T0.73	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M209T1.2	209.009902799862	43.6419913190565			4	128	@M211.008T0.73|-34S|-41K|-37Cl	-0.505456984896828	0.000647166708243067	1	0.261311121856071	0.183445193084028	0	1.85147184539415		0
M654.2765T2.98	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M654T3.1	654.276457742407	178.722252151781		[3M+H+Na]2+ 428.191	57	NA		0.902263391401645	0.000654210129480633	1	0.656042515180472	0.017604642807327	1	1.59208115771129		0
M552.1729T1.34	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M552T1.1	552.172933314992	80.2649020798613		[M+Na]+ 529.192	56	NA		-5.04079983903167	0.000659900096833973	1	-1.25520679603541	0.388815342490632	0	1.61053629200779		0
M396.4809T3.99	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M396T4.5	396.480928896594	239.606945976962			2009	NA		-2.05622574161363	0.000659900096833973	1	0.556874909171373	0.614539780010566	0	1.7615415854677		0
M160.2381T1.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M160T2.35	160.238053783218	113.112071044161			2	NA		-0.672890489513305	0.000683492883813164	1	-0.222501123014551	0.268454541907489	0	1.62783153993169		0
M744.589T6.16	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M745T6	744.588994737192	369.814187322302		[3M+3Na-H]2+ 473.735	64	NA		-0.698457020011972	0.000687614269452381	1	0.0950146056575782	0.890924230247138	0	1.8094581626323		0
M258.1829T4.27	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M258T4.3	258.182909509535	255.903497792729	[353][M]2+		49	205	@M258.6846T4.26|-13Cdb	-1.13046930485274	0.000691447511993504	1	-0.940248854517229	0.00744891823863996	1	1.41570033030641		0
M134.5288T1.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M135T1.1	134.528767882326	75.4906233137453			1	NA		-1.28044091792727	0.000693089679618293	1	-0.170566116515666	0.618645262555431	0	1.75375827414073		0
M189.0747T3.82	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M189T4	189.074703443916	229.213608527984	[163][M+1]+		13	36	@M188.0714T3.82|+13C|@M190.0773T3.82|-13C|@M206.1012T3.82|-(NH3)|-NH3	-0.658733492398479	0.000693089679618293	1	0.0632409563716081	0.957091209664992	0	1.7834731396009		0
M327.1733T1.81	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M327T2.2	327.173260982591	108.664580243389			63	NA		-1.16939971527397	0.000693403904881184	1	-0.449342514553164	0.205617349567369	0	1.64817619601232		0
M150T1.5_L.Methionine.Methionine..	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil	L-Methionine;Methionine|D-Penicillamine	CHEBI:16643|CHEBI:7959	C00073|C07418	Amino acid metabolism|Miscellaneous	Cysteine and Methionine|Miscellaneous	Methionine|Miscellaneous	HMDB00696|HMDB14997	CID6137|CID5852	C5H11NO2S	149.0511	FFEARJCKVFRZRR-BYPYZUCNSA-N|VVNCNSJFMMFHPL-VKHMYHEASA-N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)/t3-/m0/s1	M150T1.5	150.059027580508	61.2991141872277	[97][M]+		3	11	@M104.0535T1.02|+(HCOOH)|+(H2O-CO)|@M133.0325T1.02|+(NH3)|+NH3|@M151.0623T1.02|-13C|@M152.0551T1.03|-34S|-41K|-37Cl	-0.501481407788031	0.000693403904881184	1	0.100081366453939	0.766922656697508	0	1.8875818608581		0
M324.153T0.71	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M324T1.5	324.153034406851	42.3511882344009		[3M+2K]2+ 190.113	34	NA		-0.834113728278696	0.00069344332774693	1	0.303904700665878	0.418764429138068	0	1.73074363098834		0
M365.0786T2.37	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M365T2.2	365.078644557915	141.947591170187		[M+Na]+ 342.088	42	NA		-0.759520232784695	0.000716171837504257	1	0.0450069280885934	0.982191396720377	0	1.76835033123196		0
M126.3376T1.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M126T1.38	126.33757940675	75.5661511804174			1	NA		-1.03743144376568	0.000722926772447157	1	-0.0625826273386441	0.766635587473143	0	1.75358815727364		0
M918.3332T0.81	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M918T1	918.333188187766	48.4721929269727		[M+H-H20]+ 935.341	4	NA		-1.49956946441233	0.000725654148731366	1	-0.164656482252472	0.666946250865551	0	1.6651570212629		0
M376.8976T5.33	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M377T5.1	376.89757213415	319.888969305633			16	NA		-5.7267526579458	0.000743505174788044	1	-0.335724314895431	0.76978864112255	0	1.77309796427016		0
M170.133T1.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M170T2.29	170.133044517312	113.195590785714		[M+Na]+ 147.15	2	NA		-0.716210326145097	0.00074934975028741	1	-0.021677826853022	0.82982820185507	0	1.75853035404709		0
M241.094T1.66	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M241T2.2	241.094048800343	99.7912293757649			1608	NA		-6.31113961790176	0.000749448331117253	1	1.76059738813855	0.59913059360054	0	1.60912707072384		0
M245.1392T6.23	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M245T6	245.139179645692	374.033496704679			64	NA		1.60338539820702	0.000760699030561101	1	-0.878524472125536	0.154321929858908	0	1.55518562863711		0
M545.2328T3.95	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M545T4	545.232803648824	237.279991163617			2149	NA		-5.46124140780516	0.000771771005601469	1	0.126718112163893	0.922500577977713	0	1.75490212699776		0
M601.3383T4.41	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M601T4	601.338294180868	264.464750612147	[1224][M]+		2175	711	@M602.3419T4.41|-13C	-1.403987780747	0.000777623532729783	1	0.186603152242343	0.896723207590201	0	1.70749206915506		0
M284.067T0.84	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M284T1.2	284.067038309798	50.3276622299505			286	NA		1.6441711692331	0.000790843358583167	1	-0.556267657142373	0.474039037765883	0	1.75559812597231		0
M466.0014T4.88	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M466T5.1	466.001377405085	292.663684374264		[M+Na]+ 443.012	74	NA		1.53267902338816	0.000794403699730842	1	0.338455130512799	0.447691594723577	0	1.79157324944959		0
M571.3548T5.51	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M571T6	571.35480478855	330.613137511473	[1170][M]2+		79	670	@M571.8562T5.51|-13Cdb	-0.819393546937446	0.000816152336108374	1	-0.105440581085842	0.634110643877266	0	1.7785147678222		0
M568.314T5.03	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M568T5.2	568.313968839014	301.622827477989		[3M+3Na-H]2+ 356.221	8	NA		-1.32353124117988	0.000817737830056706	1	-0.234731551342621	0.536093134332705	0	1.68882854382842		0
M132T1.19_L.Isoleucine.Isoleucine..	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil	L-Isoleucine;Isoleucine|β-Leucine;DL-β-Leucine;3-Amino-4-methylpentanoic acid|L-Leucine;Leucine|L-Norleucine;Norleucine|6-Aminocaproic acid;6-Aminohexanoic acid	CHEBI:17191|CHEBI:72772|CHEBI:15603|CHEBI:18347|CHEBI:16586	C00407|C02486|C00123|C01933|C02378	Amino acid metabolism|Microbial Metabolism|Miscellaneous	Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation|Microbial Metabolism|Miscellaneous	Isoleucine|Leucine|Others|Microbial Metabolism|Miscellaneous	HMDB00172|HMDB03640|HMDB00687|HMDB01645|HMDB01901	CID6306|CID193411|CID6106|CID21236|CID564	C6H13NO2	131.0946	AGPKZVBTJJNPAG-WHFBIAKZSA-N|GLUJNGJDHCTUJY-UHFFFAOYSA-N|ROHFNLRQFUQHCH-YFKPBYRVSA-N|LRQKBLKVPFOOQJ-YFKPBYRVSA-N|SLXKOJJOQWFEFD-UHFFFAOYSA-N	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1|InChI=1S/C6H13NO2/c1-4(2)5(7)3-6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)|InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1|InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1|InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)	M132T1.19	132.10245955461	75.0124298070721	[70][M]+	[M+Na+HCOOH]+ 63.1096	1	2	@M86.0969T1.25|+(HCOOH)|+(H2O-CO)|@M133.1057T1.25|-13C|@M134.1065T1.25|-18O|-13C2	-0.474846098800921	0.000846686030789533	1	-0.00631684665707155	0.860636999159031	0	1.85638675433676		0
M204.591T3.82	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M205T4	204.590950082978	229.207181465833			13	NA		-0.968162847077016	0.000849174105296692	1	0.301238706736077	0.539389926541484	0	1.72828023970511		0
M301.1729T4.41	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M301T4.1	301.172925982415	264.335216769313	[487][M]2+		1845	289	@M301.6748T4.41|-13Cdb	-1.38272797400616	0.000857044654738823	1	0.242904936162301	0.825490356462484	0	1.70054154592942		0
M410.5716T4.11	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M411T4	410.571550721632	246.865472419138	[798][M]+		2026	474	@M411.5739T4.11|-13C	0.568624963640485	0.000857044654738823	1	-0.0533255632206426	0.961236038574716	0	1.91539192518373		0
M325.1949T4.4	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M325T4.4	325.194899405093	263.845912371734			1884	NA		1.06374755365704	0.000863269517585669	1	-0.0129894436025353	0.90239878677424	0	1.85748630709803		0
M409.1886T3.82	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M409T4.2	409.188601970252	229.239851129359	[792][M]+		13	471	@M410.192T3.82|-13C|@M411.1951T3.82|-18O|-13C2	-0.87529627361382	0.000863680521038828	1	0.0853537240269908	0.955600651100711	0	1.72730381607633		0
M329.1652T1.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M329T2.3	329.165167197555	113.221260492521			2	NA		-0.482985922728426	0.000870103244469278	1	-0.0522342669400082	0.677825416119135	0	1.76675457316467		0
M602.3616T5.81	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M602T6	602.361564297584	348.643853183833		[M+H]+ 601.355 [2M+Na+3K-H]3+ 834.099	58	NA		-5.06931142937627	0.000881113824291664	1	0.296642279543095	0.981368671416929	0	1.71435491852046		0
M401.5407T3.89	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M402T4	401.540675528343	233.1964722251		[M+H]+ 400.534	3102	NA		-3.78855724217047	0.000881113824291664	1	1.00067206415345	0.640591974895383	0	1.76375211401645		0
M841.4484T5.23	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M841T5	841.448354374059	313.79138913835			16	NA		1.52960513816461	0.000881113824291664	1	0.608411047925939	0.203691685100453	0	1.7197312117377		0
M288.1649T4.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M288T4.1	288.164908946809	255.895909782535	[444][M]2+	[M+2H]2+ 574.313	49	271	@M288.6666T4.26|-13Cdb	-0.936421509552408	0.000881113824291664	1	-0.233946479891207	0.404002332524347	0	1.66731614548966		0
M293.1609T3.76	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M293T4.1	293.160886226896	225.522878709264		[M+H-CO2]+ 336.145	3232	NA		-1.86480256782016	0.000882797195647934	1	0.229747712788306	0.915950481992214	0	1.67775308167364		0
M133.508T1.26	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M134T1	133.508035984407	75.5296542989524		[3M+2K]2+ 63.0334 [3M+2H]2+ 88.3272	1	NA		-1.15398287279082	0.000885381928545928	1	-0.311071771389223	0.371238090566915	0	1.58510605162204		0
M250.0949T3.49	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M250T3.2	250.094924377864	209.376337101039	[327][M]+	[M+H-CH4]+ 265.115	99	184	@M251.0982T3.49|-13C	1.69811391459705	0.000885486655193964	1	0.368084673198691	0.461669233136909	0	1.75196225881491		0
M472.2928T4.91	metabolomics_liver_c18hypersil_pos	LAT	c18hypersil													M472T5.6	472.292780998728	294.526290253276	[949][M]2+		74	560	@M472.7947T4.9|-13Cdb	-1.15915770421587	0.000885486655193964	1	0.388782046269014	0.486663027059442	0	1.72390577032608		0
