variableMetadata	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M217.9766T8.98	16.18925086	15.43960334	16.24148792	10.41568051	14.4830373	13.2057511	15.20706696	16.65992623	13.30513407	14.80213514	14.18372299	12.80975688	15.77445198	14.76815072	15.21258948	15.23784966	15.45999186	16.87020937	15.81744589	16.23905175	14.56777133	11.40059343	15.06441523	15.63951425	9.879942653	15.185769	12.80568221	11.35387791
M278.1149T2.44	13.38876939	15.37734273	15.12781099	10.01988952	12.5492107	13.93296119	13.3553098	12.85666615	15.76965192	15.74216178	14.48727292	14.93779954	16.48419133	16.2757415	15.76661147	14.0914701	13.12733858	11.98653964	16.41151513	16.33822644	15.65716686	13.16322007	14.05812198	15.04977922	12.09042773	16.02523951	13.07112947	12.9521113
M299.0988T7.89	20.36081601	20.96977505	20.92445154	20.26036024	20.45661611	20.84840212	20.82137539	19.82024239	21.2750304	21.75319022	21.37557191	21.02935194	21.20828378	21.06731618	21.60209759	20.18757559	20.66709075	20.90804439	21.69628499	21.40662906	21.27145676	20.7126034	20.56814633	21.5703894	21.14221116	21.41546533	21.28518037	20.55557866
M493.8689T16.68	13.68594234	14.14669197	14.70179757	13.55603059	13.1597211	14.42238676	13.53479286	14.61721892	15.10054367	14.71364427	14.04266998	14.09910614	13.94002631	14.14524358	14.94103935	12.82230852	14.41549487	13.76155954	14.25365325	14.57940964	14.67249882	14.71721319	13.61136491	14.94035535	13.19033043	14.58392308	14.0463618	13.84491462
M188.0388T1.54	17.65445982	17.81803163	17.89626499	18.69887216	18.09256205	18.68174971	18.80854066	18.35671889	18.94131302	18.67440057	18.89143426	18.38292667	17.95109401	18.08780155	18.82312681	18.20025639	18.02762095	19.04551625	19.09422334	18.31213579	18.51348743	18.06677034	18.5526312	18.63774174	17.98197971	18.19266462	19.03343618	18.58670567
M352.0891T10.41	16.00730173	15.89402502	16.04872249	14.73812552	15.62658401	15.36487264	16.11311683	15.42545065	15.6077652	15.73763026	15.40220101	15.63917167	16.22474296	15.97189758	15.58638536	14.91461544	15.63069913	15.31230724	16.03031862	16.10320153	15.75884078	15.19299087	16.14594627	15.4618372	15.51257135	16.10007958	15.6837362	15.26609511
M232.0828T8.09	16.42673305	15.41963238	16.01719794	12.11249652	16.24515361	15.4746249	15.66468977	16.34685027	14.23868014	14.2281122	15.71631388	14.16952498	15.04191193	15.65644106	14.87863483	15.31490643	15.50857411	15.42469316	16.05857525	15.3664356	15.3793039	14.70803039	16.45157416	14.88191407	15.08144516	14.5564863	14.80079325	15.62568744
M237.0965T1.55	16.25812709	17.79021293	17.36114104	15.82395381	15.47693855	16.68933466	14.49056888	16.18977766	16.5966002	17.03643336	15.82351179	17.25685182	17.71944364	17.44854143	16.99679785	16.16528271	16.97667375	15.91071135	17.75125179	17.40046088	17.47728079	15.7110356	15.62351546	17.40115035	16.77977193	17.82742148	16.85477831	15.91227093
M150.568T1.52	14.81549089	15.40343329	15.26795199	17.30473662	15.51782856	16.29439235	15.7702965	12.46460638	15.68426043	16.9797063	17.09538996	15.52033284	15.74139904	16.45012635	16.06971817	14.09485393	15.76251288	15.717774	16.94224549	14.87492893	15.83636243	17.70276536	15.07966835	16.16742505	15.98609879	16.5677966	15.71612121	16.64877937
M199.958T17.05	13.82130862	14.07813746	14.01088471	13.55732608	13.33696535	13.66894037	12.99347058	14.09417915	13.93004613	14.56050122	13.65287746	14.13903567	14.32969965	14.1790009	14.5243801	13.18780362	13.73828758	13.94807516	14.88377592	14.38316899	14.43088895	14.10231284	13.82017597	14.98019225	13.57651387	14.20862227	13.5160718	13.57639813
M185.9714T16.68	16.46159439	16.56504241	16.68404178	16.2476522	16.30275065	16.55248148	16.35100356	16.67742648	16.82390705	16.58555059	16.52524596	16.54482697	16.57190815	16.64679635	16.71614559	16.26904593	16.59305609	16.52476742	16.56893613	16.65849044	16.68057655	16.54236024	16.5203848	16.78338196	16.31292797	16.59358998	16.43708524	16.3289678
M489.3229T1.48	16.99081419	16.71952786	16.63736356	16.04724855	16.8864325	16.08065683	17.4164314	17.96116535	17.46214117	17.31713876	16.91905302	17.42476745	16.56624168	14.91410993	17.60343945	16.06936417	16.6534483	16.36946342	16.58294477	17.47362331	17.06770955	17.22570076	16.96483721	17.19131084	17.51843417	17.38805345	17.11774658	17.43132702
M186.0409T2.79	17.06710974	16.91929399	17.6955498	14.43751152	16.40921871	16.31808395	16.22218604	17.38226517	17.55069419	17.10909504	16.79213955	17.31656527	17.13483539	16.22628781	17.58653196	15.59779244	17.2280483	17.78325661	17.70067812	17.52409938	17.42235144	14.82568676	17.15991863	16.92371165	16.23669964	17.92744002	15.94772528	14.95926664
M116T9.1_Guanidinoacetic.acid.Gua.	17.67807731	17.22060438	17.89738267	16.55820122	17.17430372	17.10157497	16.66043673	18.9533109	16.67133876	16.68459467	17.14595867	16.44597206	17.58690494	17.51736284	17.51429907	18.1783952	18.87104833	17.58650229	16.58505274	17.35106305	17.15055955	17.20915189	18.66299654	18.10966367	16.23270482	16.8165592	15.97705111	16.80738765
M224.0779T20.1	15.15110337	15.77756073	14.94086552	15.8602965	14.39287215	16.15236526	15.0615619	15.22343198	16.2505451	15.41514888	15.40866078	15.61532071	15.60350899	15.41328116	16.26605099	15.71603195	13.567419	15.5532987	15.59373921	15.7218431	15.78568157	15.68629233	14.88169377	16.07298525	15.19977738	16.21908058	15.56431922	14.97311974
M802.7438T16.67	12.54063372	12.73209957	12.74562853	12.23205841	12.85542448	13.16700912	13.00909816	13.69685997	13.26396485	12.93674927	12.88630569	13.12852637	13.52326422	13.11968607	13.50193543	12.56982737	12.96402258	13.40678431	13.57666857	13.2821286	13.29585788	12.69152086	13.46803468	13.73823585	11.87665469	13.26389885	12.09052366	12.2149532
M785.1717T7.17	16.78239679	16.41010067	17.27658517	17.93303418	16.9463329	17.03375099	16.83791861	17.01444226	16.77656026	17.03593744	16.47936362	16.84659468	16.24535661	16.76981331	16.92487164	15.93350141	17.39309713	17.13964927	16.60198662	16.96195494	16.09589888	17.82492332	17.13426687	16.86308401	16.62798694	17.13801975	17.0045793	17.63192234
M367.8953T16.67	17.32567525	17.71858037	18.25198208	17.27000873	17.16635926	17.9071876	17.45196125	18.28692274	18.48709419	18.18347934	17.73441789	17.71693465	17.87837308	17.86935406	18.36882145	16.86980226	17.92070002	17.78821745	17.96161926	18.08757575	18.09428649	17.96869998	17.77053356	18.47406793	17.02379658	18.10364946	17.7150973	17.48383703
M325.9043T16.67	17.76311184	18.01304019	18.52852889	17.69019854	17.64263347	18.19575235	17.87627352	18.58267309	18.69348458	18.42409123	18.09541042	18.061811	18.24791685	18.21765057	18.5986203	17.3675069	18.20444315	18.17027278	18.47384723	18.39814954	18.43612225	18.2167487	18.16154182	18.78778494	17.47112823	18.3335987	17.89871769	17.79245352
M388.8525T16.9	13.61696344	13.58536867	14.22820391	13.67879818	13.61206908	14.20328529	13.95912171	14.21875166	14.17873098	14.628392	13.83986907	13.85426746	14.01800626	13.94022641	14.5645044	12.80036728	13.93945709	13.96300894	14.84388622	14.31829636	14.3351007	13.8818443	13.73868024	14.72896106	13.31543405	14.29014992	13.78419211	13.60904943
M595.2896T1.39	16.02773606	15.07633796	15.81791125	14.62662393	15.6268375	14.1266093	16.62827892	16.57911216	16.98720183	16.11854592	16.07964853	16.34275754	16.34594834	15.63113811	17.30998697	14.45579276	15.87716189	15.74234023	16.32890997	16.7239222	16.94157036	14.86374539	16.0594991	16.77661038	16.81650621	15.787709	16.66690635	14.19443677
M330.0872T2.99	14.55567957	14.73805003	15.3936854	15.25073439	16.30200536	15.61655775	15.92243783	15.43140064	15.16774859	15.62585636	16.03803503	14.82510239	15.19325275	15.02010663	15.34462915	15.42692678	15.38539464	16.03901177	15.96996587	15.48894097	15.03526993	14.94310863	15.58195846	16.12969858	15.43836531	15.28243329	15.34755874	14.8747259
M87.074T4.21	17.60045764	18.39017165	17.85055115	17.21907838	17.20912206	17.96017028	18.30836744	18.15554263	18.52784717	17.87439759	18.18374413	18.83389968	18.78066866	18.28501284	18.3280513	18.03839537	18.33327071	17.47789613	18.30119613	19.13413155	18.11393636	17.54977629	17.70006307	19.21573056	16.79972944	18.05327847	18.00633836	17.67376556
M227.1041T2.55	15.11854613	14.62416545	15.623412	15.35600897	15.77923407	15.54808165	14.33679315	14.83993155	16.2489234	16.21337405	16.42594281	14.73700222	16.22166736	16.24970698	17.26040228	15.64381956	14.62392149	15.7628585	16.36968577	16.32260086	16.37677539	16.11412562	15.14885071	11.99882663	15.90891984	15.65137184	15.37846218	15.88669589
M248.972T16.67	14.3700178	14.62652412	15.50034023	14.04662185	14.26102388	14.96745009	14.63079552	15.91122157	15.91226579	15.34240668	14.99782428	14.86171359	15.53447251	15.13442712	15.65501215	13.87703676	15.07718249	15.26900245	15.79787072	15.6452703	15.26738986	14.8548231	15.23728765	16.07700177	13.88691209	15.10588192	14.33842024	14.3566803
M195.0777T3.45	17.01222514	13.09586131	12.08441511	17.47141723	16.57906412	15.1340063	15.23832114	13.68264023	11.83060988	11.5484819	15.22252928	11.93564501	10.25977268	13.70733648	13.01209408	14.16042848	14.82550144	14.74215783	0	13.1291856	12.20286366	15.75847048	15.35241005	11.66146503	14.74571371	12.91995491	15.77615875	16.16749792
M277.1449T1.5	14.8781726	13.67826781	14.14703714	15.55294972	14.53468831	14.5556652	15.23675793	15.11972092	15.073911	16.32176113	16.22771709	14.76617948	12.79760682	14.89118657	14.95502459	14.22579865	15.33523611	16.05808011	14.84626901	12.62002435	14.67175721	15.23058566	14.58564095	14.1014513	15.21615813	14.56584942	14.77767604	15.36151925
M94.5054T8.67	15.95560956	15.3735297	15.55045011	13.63864059	14.64489213	13.80801806	16.46051694	15.28687901	13.64014109	14.30314319	14.09804842	14.81690794	14.30725905	14.43285644	14.05809429	13.971424	16.01602869	15.00375428	14.27903753	13.71264027	14.82716937	14.70087923	16.0891363	13.56557608	15.33179765	15.04443659	14.11567112	15.74349309
M170.9936T8.6	15.33780202	14.84353344	15.75781136	14.97752187	15.62526193	15.12495448	15.88368214	15.79967043	13.91649717	14.55641984	14.8472316	14.98877565	14.83457376	15.34945575	14.96641758	15.1764303	15.24895489	15.14172918	13.23087262	15.37155954	14.56920471	14.86788874	15.8504225	15.11022922	14.87450306	15.25263439	15.6246781	14.74433772
M202.0335T9.04	16.29136462	15.15635727	14.05256975	16.49653488	15.76369063	15.97750354	16.83923086	15.5092316	14.22267417	16.18450308	16.29555157	15.5767465	14.45612657	15.82058137	14.85028599	15.53916669	16.22765279	15.87317709	14.85063419	13.6186241	14.71609332	16.71509999	16.53004827	14.03059645	16.77382175	15.0887249	17.03219966	17.17001012
M421.1504T7.08	15.96061175	16.47004459	16.81799791	16.13868898	15.80042371	15.43744194	16.866703	15.82399485	16.55560723	15.2921095	15.6159701	16.27827376	17.06693637	16.97294614	16.49831399	15.16554456	16.21746172	15.86182697	16.17990676	16.57684583	16.70868382	16.08893603	16.07556501	16.0951384	16.14322575	16.82659814	16.17342144	15.87662558
M219.1241T1.55	13.7334412	13.99569826	14.6511386	14.48903258	14.59471532	13.73003701	14.51871216	15.31662837	15.60418139	15.93021642	15.19726508	14.39979194	15.79968687	15.0544076	15.80048286	14.82567881	14.84988787	16.24258576	16.53345385	15.26267737	15.3844691	14.22357942	14.9788999	13.75767544	14.0810756	14.48993888	13.82542293	13.60157001
M504.86T16.67	14.2183044	14.73359267	15.32410318	14.01885651	13.81230067	14.79830016	14.0013994	15.17719916	15.54642124	15.00485511	14.5351654	14.45311884	14.42324331	14.82974949	15.27425729	13.5719197	14.78950868	14.54806148	14.72796671	14.97420036	15.00141787	14.83679795	14.57756101	15.46686701	13.62135136	14.99362174	14.46284859	14.33343492
M830.2435T9.77	15.14862633	15.42027705	14.95899986	14.32303012	15.71895396	14.79785046	15.47675063	14.89143912	14.85169244	14.86962758	14.53673896	15.33590775	15.31552427	15.02618451	15.32465417	14.33323363	15.33397537	14.31206256	14.65791405	15.1238086	15.23713077	14.83456438	15.37162624	15.17207468	14.83634184	15.86695143	14.99523143	14.79428944
M227.1405T2.1	14.09377737	17.73230193	17.60617312	17.66064568	15.44848706	17.87895255	16.27300058	14.25255309	18.00589698	18.12850742	17.96061458	17.97966076	18.88790838	18.1132884	18.27352654	17.6542675	16.85419026	16.82098666	18.84794004	18.61449562	18.25247557	16.66130909	11.85699347	18.89947996	15.25609957	18.05095556	16.92259718	16.31163427
M569.7288T17.12	13.23931062	13.48992446	13.69034179	13.67428166	13.29151032	13.72983632	13.34624223	13.78723328	13.80009908	13.79851534	13.50527938	13.45216014	13.37344295	13.76608473	14.05322676	12.79965743	13.63223186	13.20532011	13.58497542	14.2144398	13.65399822	12.79017701	13.39732167	14.16480717	13.39791524	13.8568797	13.70811609	13.85662978
M294.1391T9.73	16.03041691	15.98742524	16.58670069	14.88412233	15.37846489	14.87863483	16.05381985	15.77317605	15.57711692	15.77708011	16.12803239	15.69924411	16.36217671	15.88239779	16.06109269	14.97500917	15.75991522	15.2272128	16.20458413	16.40877123	15.62777581	14.79337266	16.45045785	16.13692805	15.95146185	16.09409253	15.77368166	15.1778131
M546.8509T16.68	14.38520452	14.86940684	15.42892149	14.14184052	14.02009708	15.09818386	14.16908961	15.26113373	15.78698095	15.38247408	14.67987646	14.65552793	14.63267094	14.98083844	15.47742152	13.52175869	15.04503651	14.63426029	14.79038312	15.19468876	15.20128811	15.01183917	14.70247466	15.63162214	13.98229754	15.17588243	14.80066182	14.67483445
M394.147T6.15	17.00498959	16.4856317	17.03319821	12.43305724	16.79140076	15.74458422	16.36500187	16.90188155	15.34724729	14.20541603	14.46249141	15.24871071	16.98418924	16.76337838	14.91379868	16.12206864	16.36090451	15.62834956	13.05028912	16.08322729	15.53635772	14.44680481	17.74412955	15.50788908	15.88755526	15.2291241	15.38405757	15.01454883
M377.1973T1.52	16.79940306	15.64815504	16.83447105	15.62942407	15.23564592	9.511968251	11.49919862	11.91855879	0	0	8.735387798	0	10.30805228	14.62704078	10.01813062	16.77685323	17.26378451	8.26519542	0	0	9.059084833	10.1490599	16.1429644	0	0	16.1095942	8.756221712	15.56306158
M520.7568T17.02	16.47028837	15.89559871	15.90956101	15.6619715	15.42279868	16.0133218	15.77866213	15.82587902	16.08266758	15.96450558	16.5123678	15.80593276	16.58515841	16.06487178	16.12716331	15.97497893	16.47969123	15.87103264	16.19749278	15.97263028	15.99527604	15.83030871	15.70041208	16.40651594	15.75053925	16.03441877	15.74404491	15.49746018
M468.8558T16.68	14.19998131	14.39886124	13.98267189	13.67448802	13.66113119	13.79422496	14.31696877	14.37709934	14.89308866	14.03089383	14.45117311	14.21644804	14.71952466	14.53259822	14.26264691	13.94416482	14.33915757	14.47949988	14.78160509	14.11564031	14.62300125	14.01089171	14.0859587	14.90431615	13.8366885	14.52407519	13.47979921	13.28564236
M207T3.1_L.Kynurenine.Kynurenine	18.6237972	18.11741026	18.60902251	17.88591975	18.64348525	18.28382675	18.31638805	19.69827906	18.41228784	17.43382747	18.37651249	18.09815291	0	17.87201891	17.98865196	17.75228198	18.26733855	13.4350295	17.53705304	17.6428506	17.65141193	17.74348672	19.24733905	18.21453589	18.46923519	18.24051745	18.03437664	18.20658945
M441.8642T16.68	13.02434513	12.63797719	13.29950569	12.39772356	13.0453317	13.18541006	13.22525986	13.65795926	13.44409217	12.88515545	13.07652152	12.17919783	13.57755629	13.50964389	13.16723388	12.52036184	13.36021474	13.42982123	13.90864218	13.43574318	13.12749513	13.06035193	13.39678404	13.75589424	12.82533308	13.13907517	12.40697691	12.80637985
M199.1342T1.44	16.40859511	16.95450873	16.74926451	18.31505136	17.26853652	18.07427633	17.01298565	17.08093617	17.78277239	19.15966295	19.56326741	17.08402148	16.53699038	17.62622879	17.41689564	16.89065497	17.43427882	18.2627115	18.34917884	16.69413204	17.43397576	18.93358722	17.09304508	17.98413916	17.67725097	18.05042687	17.66153248	17.47407586
M300.1305T7.34	16.82136792	16.85215274	17.19952857	12.30344286	16.01766576	15.89890766	16.91040382	16.91904836	16.51236842	16.35704695	16.04023642	16.42356356	17.30247382	16.54488129	16.21776936	15.35724958	16.46617192	16.38062374	16.71936877	16.40060497	16.23691541	15.55230676	17.23228319	16.52411774	16.42086092	16.00373376	15.67567261	15.16175702
M249.956T16.67	14.41502473	14.74890983	15.65569786	13.84939239	14.1602441	15.12105022	14.64252446	15.94608818	15.99158739	15.42453112	14.94424856	14.91447483	15.60496608	15.16995553	15.77076815	13.85210908	15.12891062	15.06598615	15.75729572	15.58301311	15.46549052	14.97238796	15.20835478	16.25105832	13.63782486	15.32542422	14.55256764	14.42731677
M335.9T16.67	15.10295866	15.03477618	15.48281993	14.89528605	15.06428132	15.2697732	15.25191691	15.6964457	15.60026342	15.34737776	15.28864298	15.06469478	15.52242368	15.33939352	15.6288183	14.7934946	15.30763166	15.51037662	15.62487511	15.51082319	15.37858071	15.30585085	15.37450464	15.72611569	14.73103205	15.27999862	14.93959436	15.06373507
M240.1005T2.99	15.97458869	15.57701451	16.00474211	15.30470247	15.31005214	16.67179121	17.27230082	17.92140455	15.92161155	12.15253678	15.80168361	15.20677706	15.84544325	15.59402041	15.76376634	17.84509428	15.02766112	17.48640218	15.22450407	15.88189567	16.39052132	15.73149564	17.24869663	18.37045754	15.23581866	14.77639756	12.8294526	15.50226527
M86.5131T4.21	17.44910376	18.14938043	17.51125324	16.02343099	15.82784844	17.99517784	17.94844623	17.90703503	18.46645753	17.57242944	17.9249896	17.24427259	18.43052594	18.21539926	18.97934212	16.70480095	18.25083741	18.12299642	18.03930334	17.83937923	18.81120497	17.46387958	17.3935741	19.14387212	17.31447976	18.8775797	16.96599457	17.34781796
M202.036T6.62	15.10904708	15.27270705	15.54504078	13.95632987	14.96232489	14.45372848	16.24515752	16.59387486	14.89912464	10.42354771	14.17499042	14.6615521	14.25800946	14.77819215	12.9873715	14.93954983	15.35549426	13.85139476	13.70052425	14.99020548	14.81703261	14.19993761	15.6581833	13.33708386	15.21798079	14.96040428	15.61151534	14.50748496
M222.0444T2.83	18.20283168	17.92314697	18.69006551	18.78905821	18.59518462	17.58338839	19.20269946	18.64841481	17.74630437	16.87051162	17.2117676	17.90630697	17.99739452	17.61969771	17.44311433	17.0563223	18.22974731	17.50324111	17.21097663	18.27876659	18.1019049	18.22158382	18.42783006	17.21632526	18.02825089	18.19562837	17.97427285	18.44309531
M229.0848T8.04	15.48223129	14.74365844	14.43446469	10.87240555	15.5434406	13.94157128	15.16306625	16.98587195	15.96390056	15.07413561	16.35230246	16.29020879	13.07168626	14.4183336	16.96574596	12.40409683	13.82147804	16.91329499	12.67803822	16.15740457	15.98925722	15.91135617	13.18150574	15.78003758	17.04219053	12.33938016	16.06290097	16.05656575
M686.6646T17.11	13.8209109	13.84176973	14.26864361	14.00587714	14.17861584	13.94360271	14.03454451	14.06876904	13.85005886	14.35928217	13.97911254	14.00051679	13.89886209	14.25030508	14.26758847	13.03103518	14.18507364	14.02174343	14.72162686	14.41550081	14.31357252	13.90472399	14.01000614	14.47018349	13.8493445	14.23713451	14.10340092	14.22357716
M226.006T16.67	13.09792529	13.3165163	13.81837447	12.64978115	12.61989051	12.90481448	13.44446752	13.94410624	14.09769885	13.53506878	13.34434585	13.16905969	13.93114655	13.53536773	13.94415383	12.56344417	13.47772539	13.55363529	14.06894534	13.80997206	13.56518302	13.3689961	13.70172015	14.14882609	12.45458616	13.35637494	13.07999837	12.70097478
M145.9788T16.67	18.73545753	18.8735501	18.6362882	18.36485568	18.56115399	18.9949449	18.39207251	18.55778808	18.7341582	19.03065627	18.73630576	18.8375223	18.78642516	18.95706245	18.7151684	18.69244813	18.49205431	18.58686114	18.47929045	18.94013671	18.96299596	19.04073548	18.72727145	19.12480527	18.59464076	18.85392717	18.78945957	18.67155459
M357.9079T16.68	15.23593793	15.50114676	15.77791409	15.18397725	15.00976127	15.51883508	15.11534608	15.80330222	16.05401855	15.6732823	15.38775449	15.44890998	15.51153185	15.61558136	15.91703216	14.81386535	15.55094815	15.46585429	15.66951486	15.67604136	15.69135532	15.71790932	15.36578042	15.93094704	15.02430557	15.67808814	15.39178363	15.2673006
M590.815T16.67	15.3641456	15.38660519	15.84382857	15.17926416	15.22351833	15.45608774	15.43699484	15.98004584	16.03288086	15.70351944	15.58738492	15.42008884	15.78094467	15.65610052	15.95563947	15.05360266	15.6696516	15.75414347	15.96618097	15.79035639	15.70558028	15.468897	15.6623574	16.16513665	14.93436676	15.69082355	15.27153087	15.22280433
M453.066T9.32	16.4241512	16.25991076	16.4469668	15.0159024	16.280183	16.16147519	17.07827801	17.31824004	17.01345463	16.98455531	16.8308494	17.23281063	16.17305129	15.95407041	17.1816434	16.29258101	16.61935598	17.32269133	17.27365266	17.10958685	16.88426712	14.84352019	16.74141563	17.36807499	16.30462957	16.46412564	16.54603923	15.37942372
M467.0917T9.32	14.4742833	15.42526213	15.32232077	11.41550042	14.77437064	14.62858224	15.84218851	15.71839989	15.10779574	14.984487	14.64795528	15.19561405	15.64255436	15.30172053	15.51535797	15.38504809	15.31527518	15.05147364	15.85175758	15.61165192	15.73382036	13.48664399	16.4890056	15.59770487	14.31660045	15.60535306	14.46755397	13.62536639
M161.0568T6.72	16.57339014	17.95369326	17.91662204	15.49808727	15.87838042	17.59774961	16.91254751	17.69600022	18.86215809	17.00883442	17.14649737	17.5345331	0	19.19070905	18.98387468	17.23006219	16.0731109	15.7616685	18.5663546	18.11930012	18.0591953	15.65351944	0	18.42565826	16.46313897	18.48093588	16.77869424	16.22403183
M241.1449T1.49	14.61079071	13.38182952	13.66189164	15.32932545	14.76971131	15.4131261	15.47400121	16.22935322	15.99935948	16.28044583	16.35134474	15.01250539	8.927735006	15.01696973	15.50015036	14.58682865	14.78747715	16.41765839	16.48275235	14.73206087	16.37940731	12.99677905	12.73508654	15.91536567	15.07028408	15.83246407	15.61182133	15.08856384
M283T2.1_Glycitein	14.66453284	15.56633921	15.10780473	11.90098376	13.63108154	15.06621241	14.47573723	14.5309854	14.27176283	13.95553912	13.59212412	15.05276417	15.28320703	15.07645363	14.52014474	14.30013803	14.55953423	13.02113423	14.14146935	14.44836801	15.00661317	13.95496054	15.11605718	14.77282745	14.31846584	14.59776742	14.25042278	13.59643787
M349.1617T4.42	15.49910748	16.75709958	16.47444698	11.48850748	13.60851473	14.70170445	15.48284104	15.49639163	16.31685001	14.27092235	12.97137093	16.3007667	17.33172785	15.84079661	14.53794212	14.00933002	14.57016701	12.09759467	15.66977504	17.08187036	16.88593702	10.00534103	16.01353641	16.25454795	15.00935015	16.85511302	15.0046945	14.144804
M283.1921T1.49	17.3101743	16.6959487	17.01674954	18.12968298	17.68807884	17.17793628	17.67523209	18.14016623	16.38352189	16.57862256	16.99183625	16.67915018	17.0135037	16.20943376	16.48163548	16.69430211	16.70998306	17.32968862	16.84685174	16.76161875	16.67422124	17.54505647	16.57668953	17.18615874	17.40571238	16.85645592	16.59443614	17.6612722
M260.9061T17.1	22.85456254	22.81694028	22.94581441	22.79473374	22.82921289	22.80571632	22.73286549	22.90929726	22.79334036	23.0466178	22.79658289	22.74636527	22.8393672	22.88060496	23.04939258	22.25760509	22.75398833	22.62837323	23.04358238	23.03848417	22.98495451	22.89515533	22.75514798	23.06843569	22.73014006	22.92443269	22.99298638	22.74425592
M277.0503T2.32	13.63110201	12.45866063	14.18543685	0	0	9.046736323	13.07658515	0	9.643547781	10.7979784	9.738459982	10.29304395	13.33787552	11.60336903	7.686754027	11.50456528	11.29107801	12.30690843	0	7.994321754	8.941843437	8.466053207	13.30195054	0	0	9.610822031	10.4052819	11.54715578
M270.0986T5.42	15.65393834	16.44892095	17.40504005	0	15.4162196	16.76853069	15.96536336	16.76265973	16.79982926	17.41161029	15.64808593	16.78493129	17.16107774	16.78172854	17.61868015	13.96940181	16.16794573	15.55209297	17.77732146	17.13987206	16.50628573	14.90542179	16.81464505	17.51627175	15.00049831	16.96186001	15.93945938	15.23809009
M86.4329T4.23	15.99804266	18.20737321	18.38799695	16.88710737	15.60811856	18.05176481	17.76217707	17.49654289	18.35545815	18.50178914	17.88441049	17.35118632	18.4305437	18.15028964	17.64599316	16.50539597	18.17994551	17.16463864	19.12579075	18.97415059	18.92854532	16.40716453	18.06394254	19.08478829	16.10884282	18.89755893	17.04278514	17.32096477
M247.0574T9.9	15.8498781	15.70785438	15.83557897	15.01523165	15.24021891	15.42263084	15.63846787	15.4988732	15.66572147	16.27643851	15.25961455	14.70442622	15.6840511	15.94570924	15.53803703	15.28359013	15.39349202	15.17398118	16.24843462	15.66121638	14.78517351	15.32077834	15.81561921	15.78189064	15.43570477	15.72675699	15.61182681	15.13150412
M241.9115T17.09	14.00945075	14.0543262	14.35375196	14.15815759	13.99354258	14.1406916	13.86873479	14.4241256	14.21265521	14.75281653	13.98290625	14.11723806	14.14728603	14.26379882	14.71860351	12.41102948	13.98958432	13.85753203	14.94543058	14.68282345	14.60610153	14.22389311	14.07898135	14.85375351	13.82571508	14.37009615	14.26261462	14.07314826
M139.9944T16.67	13.81595414	13.78765053	14.55839649	13.56208891	13.77723748	14.23917987	14.13987224	14.77316301	14.68616881	14.50270213	14.25626787	14.04949406	14.58463635	14.292015	14.80373417	13.36318053	14.27008217	14.3746526	14.80360723	14.60435458	14.55335566	14.13249627	14.55036764	15.0529744	13.38114489	14.14269083	13.72914957	13.80259659
M944.255T9.97	19.43484463	19.25374502	19.37155822	19.29663664	19.40114097	19.33961865	19.58819966	19.27264345	19.15072284	19.42514131	19.2073373	19.07828374	19.63220253	19.25871393	19.83153441	18.99953213	19.31865357	19.56191141	19.74082182	19.29386788	19.32782453	19.22658106	18.9693393	19.92271461	19.25068656	19.37974789	19.15338132	19.25592665
M458.1533T5.16	14.68668709	16.39646096	14.67813244	13.33293725	14.11601249	16.03332793	15.02475357	14.82687913	18.11066325	17.83103441	16.94590901	17.75726889	17.85783038	16.62991722	17.82582276	16.846389	16.15356866	14.43207402	16.85022225	17.11845041	17.06185529	14.91279954	15.39088502	17.30413471	16.83341763	18.00279689	16.64091991	15.67643728
M314.9135T16.68	15.65919513	16.33221876	16.95946544	15.72189756	15.43695744	16.54493244	15.61118967	16.82361727	17.20789895	16.76979007	16.32475489	16.28256179	16.08428875	16.41403624	17.01340883	15.04624881	16.50462148	16.13928794	16.32661908	16.67173869	16.80057765	16.63114721	16.11628405	17.03138244	15.47141516	16.65798967	16.29131857	16.04421565
M283.1109T1.28	18.30557729	18.32787232	18.30157077	18.64228866	18.55614715	18.9607834	18.35455631	18.55239968	17.90951225	19.6064166	19.08856078	18.77545821	18.64773561	18.72723712	19.57957946	18.49396917	18.49881104	18.78275095	19.29874883	18.41666395	18.46598801	18.73712981	18.33630082	19.20564341	18.7877046	18.59066928	18.6219331	18.21190588
M267.1608T1.5	14.67405927	14.0198652	14.8214038	15.05653781	15.11496641	15.27332538	15.63803083	17.66018814	15.97536347	16.2829494	16.08512178	14.85335001	13.15758173	15.40777695	16.34795194	15.04508473	14.85723701	16.6294662	15.11357248	15.77388587	15.3902301	14.10197813	14.80751341	16.3756251	15.83199918	14.95076729	16.2006657	14.50490276
M373.0827T6.71	8.171772772	8.487266459	9.410780558	12.0441762	15.71897241	16.07788991	16.68514025	17.69029882	17.18496733	14.58422852	16.2906298	0	16.83884937	17.29579135	16.56983307	11.50047095	14.23853909	12.85902358	12.48170661	12.74146888	16.4196225	11.27755069	12.36759057	18.3984051	16.58300723	17.11409511	12.88119829	0
