dataMatrix	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M839.2255T12.06	9.11594581310669	11.9903691506111	8.47178794411046	9.61111471533208	12.3899324691508	12.6493344066014	8.04656014586603	8.38999478772885	12.6265200737199	13.3130052856888	14.0208816713643	9.90535301292997	12.7806744436763	12.8823936710836	12.7300382539875	12.9779555719301	13.1656657870732	12.6175641863961	11.5949335561692	12.7291919297712	12.4640668574414	9.79158440946571	12.6625723204732	12.3794995109621	13.3164390801682	12.8517001659516	11.0764606130695	10.7942257596454
M404.1252T12.05	11.0841324221028	14.1489665984156	10.8409544123806	10.3890942317665	13.4729848401909	13.8771615333534	11.4169569084687	10.7063715293418	14.2264494267977	14.871134822957	15.4072495946894	11.2060814085354	14.564009860699	14.814914714381	13.7492484094708	14.2444452393068	15.1823642198498	14.0063717073127	12.7078097252154	14.0287289789038	14.2068191906972	11.7604082676436	14.4085572682033	14.016466945732	14.7752113978454	15.1697340141027	12.5429534689113	12.5199788494602
M264.9026T17.17	12.7854650848389	12.9467365091105	12.6125492747938	12.1491793366608	12.1684877489623	12.4163451636273	12.5825159473293	12.4997012483519	12.9706594675631	12.7545814181801	12.8984022317206	12.7523688424964	12.6592250186554	12.3173873058832	12.5960760348103	12.8984097463375	12.8734958707508	12.9013788613526	12.8066131449516	12.6774545799619	12.6579729141547	12.1980193162655	12.7078462106221	13.152552156189	13.2083834885777	12.7149256139972	12.7752077968747	12.3741270667347
M373.1765T7.93	16.0140845032994	14.9349444551055	14.3018688008676	16.4925417726608	15.7801778508131	15.8626662909747	16.1207896941853	15.3856456222282	14.6701423404128	16.0881423927271	14.4399916345989	13.6261409485941	15.3030433447024	10.3817796128403	15.2519483865892	16.3057993431345	15.1399108900157	15.9707059540435	15.8109214489457	15.2908768133968	16.1489529461348	16.3543491233811	12.4884878553	16.7260187038649	16.94118986328	16.1445397420787	15.0962161673147	16.0013716536728
M417.1202T2.27	12.3111350767344	13.9889314884186	14.67595292037	13.333200469855	14.1575735819525	14.1188506422163	15.5644833947758	15.558906283123	15.3811788957648	14.1808699933878	14.1065206621154	15.3521123831065	14.545122066085	13.0297388399155	15.2354128704171	14.9994040021868	14.4815282397569	15.269847796797	15.356971994914	15.6851931835555	15.72521585905	14.1311588722217	14.048226691158	15.9175284338736	14.7293007411242	15.173447289586	14.7029892014941	12.6508698397163
M247.0576T9.94	14.6201200489236	14.8067232551985	13.9714882957266	13.6689424852069	14.3601252851668	14.3582969135936	13.733822171807	13.8707055063009	14.8989820587146	14.5455675745968	14.7792485458485	13.3366184417484	15.2557296211901	14.7770805528661	14.777061929142	14.9510793779507	15.7249758222036	14.5608160471671	14.655880718078	14.7994947365757	14.9367556735886	13.8581853820939	14.9939721239625	15.1520594091912	14.6965004973406	14.4034563413566	13.3596602548031	14.7133257571011
M169T9_Dihydroxyacetone.phospha.	11.9722650180394	9.94367724829654	7.57562831808605	0	0	8.53907427679835	0	14.6779052883594	13.8620573738836	12.5083148623772	13.4097202398198	0	13.4853920547986	13.3413149680168	15.4470081532318	14.7727062215779	15.1408622723184	16.1532785627395	14.6973242382215	15.5098070564898	16.6627339547704	0	14.1404361333562	15.1707250013114	13.5776346094594	13.3405974713596	0	10.0319068435893
M86.0598T4.23	17.9091148362561	17.5969367513254	17.3045135508255	16.5095260889471	16.4578136250457	16.818080149455	18.1738264432052	16.8157122080584	18.0590466067752	17.2703560983806	16.7141182745582	18.3156662330698	17.6403068241024	17.5220441261769	17.6988436401548	18.1270826115645	17.7298233286766	18.4023800609874	17.687713068012	16.9043250755147	18.764587009829	16.5738015529368	17.8936668984464	18.2926716657301	18.1090349767073	18.5309899401237	17.2899063027981	16.6093745678619
M846.3803T8.86	14.7077591247812	14.6465124982682	13.8502525138438	13.7950290542892	15.1574494681576	15.3409013996021	14.8505262436684	13.8470266056822	14.5302444171067	15.6283854914716	14.8197789035773	13.6840922126403	15.0147896772309	14.704256611479	13.9862419188941	15.1617177444388	14.7286501751141	13.4282150988412	14.7969960543549	14.7799227372674	15.0870789423204	14.6257021522481	15.5902839534555	15.1111530509585	15.3644400269772	15.1443617679359	14.6478224381477	14.7700043502485
M117.0195T2.8	14.8957802669085	14.4546113920181	9.89053490429169	13.9111735784219	14.7592720810952	0	15.0275785750225	15.5492255896359	14.1974197168319	14.2872668500791	14.4356530250486	11.2723313100214	14.9113749130201	12.8756588469651	14.875325402978	15.2418549110368	15.3891936213977	15.3444142661636	14.9076965929581	14.6803491769482	14.5635235942426	14.2820538381918	15.1450857617543	14.1550490374773	14.1571667865465	13.3854903585052	14.0887040826316	15.0053867376836
M202.0545T2.24	12.5130686116722	12.7048494069068	12.432381416188	10.9891380363542	12.5657932798913	11.7413664655482	13.7512960886437	13.8136956773681	13.841278214175	14.3532489598572	14.1845325791036	14.2281598384734	12.8279334535636	12.8189800222354	14.262637317244	12.8768474188858	12.9663896586459	14.7281510363993	14.0888528319085	15.1838710519031	14.2936401154055	12.8530446486156	13.0362674826667	13.7575596282935	13.8434214225915	13.1583585755552	13.4489682358303	11.7214802255945
M215.0332T6.91	22.6623487470284	22.4541728985644	22.2081809026127	23.593249402278	22.3750365841632	21.9218104190715	22.3285603920304	22.3435081293395	22.1132044533421	21.7583054020083	21.8546316786512	21.7292376679586	22.1287192765781	21.7558066820216	22.0530464115903	23.6531657708691	21.9944179714569	22.3336263455228	22.0989827616761	0	24.0836901798233	20.6363798179251	22.8118137532626	23.8799329663941	22.3823912852059	21.98164881906	22.4880510866288	0
M233.0551T7.19	15.0112507825031	14.6265096104996	14.445858098124	15.0318985876137	14.8475427717575	14.7461619477733	14.0831071471484	14.0408790233567	14.7136189100822	15.1001369785874	14.7168595917139	14.1267663185441	14.9071227172944	14.5572851986184	14.6425210692322	15.0999356523288	14.2433802683435	14.4052482824567	14.0228020765522	13.7092428036215	13.9603234280576	13.6271703206525	14.6573239170176	14.2228800578943	15.455854551147	13.6677729539572	14.8062765421527	14.9558064152676
M318.0966T8.25	22.5599655345453	22.2456418986149	22.020185082376	21.4000951529715	22.3836565322975	22.8710569303064	22.1758556837942	22.0269314009375	22.095213202412	22.5774336020493	22.796103970539	22.7987601222443	22.0486738968582	22.2255089572133	22.5526948397341	22.5876421101581	22.2827406278182	22.5226934205478	22.2554311751875	22.347770547039	22.3298447141631	21.1906578189547	22.2227754487821	22.6973428875375	21.5195690707735	22.2197435859407	21.0081361759398	21.7952756347281
M154.977T9.58	12.1434983835014	12.2734539194672	13.0543285708283	13.8096534094201	12.8325552420214	13.1820421857384	12.2281140774773	12.4205727248281	12.0299988452264	12.9896555932391	13.4722315029833	13.8993448123065	12.7691310059999	12.7993334880459	12.9294813261098	13.7407098793108	11.0465558529981	13.9143312594605	12.7072252687243	13.6744026983046	12.8785900624977	15.3395582858582	14.025330883458	13.4931903138551	13.5451296892694	11.246610556782	13.6416789839115	14.273855279951
M441.1847T8.34	14.5448113791637	15.0059346937984	15.3020702017816	15.2023222165918	14.9405018156558	13.6485028503014	13.726699316655	14.3633021970728	13.1477256175524	13.6664574215184	12.7453988498308	12.6944904486806	14.6974209105609	14.2679522506472	14.1938000478088	14.6112280507336	14.8314428925193	13.7407388449524	13.9656646568932	14.0627068927173	14.2210409854477	14.7785691485346	14.3887047162299	13.024241867281	15.1263923546618	15.13877286244	14.7598377160708	14.4563150056491
M89.9071T4.22	18.1422160389169	18.5851653831294	18.1539123620596	16.4210122977191	17.7762145209541	17.5618909053535	17.3415183090588	18.1977436609722	18.9645538947426	17.3956681304832	17.3633746538681	16.8852208139353	18.0977248279275	17.3305250981669	17.2297634196355	18.5878678140975	17.0750106595323	18.5910641195197	16.7563865733496	17.959216834843	19.570926761957	17.9895398703001	18.5413768475453	18.461604411478	16.6364512074576	19.1909528062124	17.788183781461	18.1136209381228
M407.2016T7.94	15.5357178975314	15.6760739420055	15.1907122964857	15.5712732193962	15.4378319660856	15.8122137968099	15.0376484429713	14.7569834058721	15.9805374944658	16.1621509229298	16.0785166972587	15.4596940315347	15.4215186239028	15.0950727450845	15.9460965386498	15.7215868918569	15.294216078079	15.4798860868975	15.8581840794937	15.9056389466746	15.6281616258489	15.6133118826765	15.6482603306354	15.3309189335132	16.5685955945671	15.5862455908915	16.0249937631556	16.3419007722793
M362.1213T9.76	13.6659088097174	14.0383332565651	12.4788877918644	12.1288733642861	13.2933336613575	13.6714429492431	13.2247401639731	13.1946589884974	13.7390474085705	13.2039608468136	13.5692309036755	13.2482110816402	13.6326319879296	13.6215951796393	13.2388302331857	14.0580708444761	14.2836763346643	13.7571470099589	13.2953808743461	13.3155192242993	13.8620415987359	13.2733437061927	13.9224887975029	13.9217580880098	13.3457924694611	13.6184826034781	12.1678403241746	13.8674247923441
M750.5464T1.16	12.9190232889746	12.666643505024	12.9583500527366	12.6222649610057	12.9820858155197	11.6617431316847	12.3318454381642	12.5545516850045	12.4267897393948	11.95789997535	11.5863461811921	11.3053999220437	12.4466414596348	12.5238466176305	12.2732019610428	11.9248946729095	12.5301599105559	11.4735137122946	11.265906938591	0	11.2664875446084	12.6512815878444	11.5808961283943	11.801577872148	12.2448302132842	12.1268859197496	12.2413373932089	12.723622364225
